id	en	id_text
604	Then a calamity from your Lord fell upon it, but they remained fast asleep	lalu kebun itu diliputi malapetaka (yang datang) dari Tuhanmu ketika mereka sedang tidur
605	Remember, We saved you from the Pharaoh's people who wronged and oppressed you and slew your sons but spared your women: In this was a great favour from your Lord	Mereka menyembelih) merupakan penjelasan bagi kalimat yang sebelumnya (anak-anak lelakimu) (dan membiarkan hidup) artinya tidak membunuh (anak-anak perempuanmu). Hal ini disebabkan ramalan tukang tenung bahwa akan ada seorang anak lelaki kelahiran Bani Israel yang akan menjadi penyebab lenyapnya kerajaan Firaun itu
606	We have committed man about his parents. His mother carries him in her womb in weakness and debility, weaning him in two years	Dan Kami perintahkan kepada manusia (berbuat baik) kepada dua orang ibu-bapaknya; ibunya telah mengandungnya dalam keadaan lemah yang bertambah-tambah, dan menyapihnya dalam dua tahun
607	And take those believers under your wing who follow you	dan rendahkanlah dirimu terhadap orang-orang yang mengikutimu, yaitu orang-orang yang beriman
608	"Tell them: ""You will not follow us. That is what God has already said before"	"Katakanlah: ""Kamu sekali-kali tidak (boleh) mengikuti kami; demikian Allah telah menetapkan sebelumnya""; mereka akan mengatakan: ""Sebenarnya kamu dengki kepada kami"
609	Except those who believe and do the right, and remember God a great deal, who retaliate only when they have been wronged	kecuali orang-orang (penyair-penyair) yang beriman dan beramal saleh dan banyak menyebut Allah dan mendapat kemenangan sesudah menderita kezaliman
610	But if they reject these things We shall entrust them to a people who will not deny	Jika berlaku ingkar terhadapnya) terhadap tiga hal itu (mereka itu) yaitu penduduk Mekah (maka sesungguhnya Kami akan menyerahkannya) Kami akan memasrahkannya (kepada kaum yang sekali-kali tidak akan mengingkarinya) mereka adalah kaum Muhajirin dan kaum Ansar
611	If they call you a liar (remember) so had other apostles been called before you, who had come with clear signs and Scriptures and the Book enlightening	Jika mereka mendustakan kamu, maka sesungguhnya rasul-rasul sebelum kamupun telah didustakan (pula), mereka membawa mukjizat-mukjizat yang nyata, Zabur dan kitab yang memberi penjelasan yang sempurna
612	Till he reached the point of the rising sun, and saw it rise over a people for whom We had provided no shelter against it	Hingga apabila dia telah sampai ke tempat terbit matahari (sebelah Timur) dia mendapati matahari itu menyinari segolongan umat yang Kami tidak menjadikan bagi mereka sesuatu yang melindunginya dari (cahaya) matahari itu
613	Another of His signs is the night, a time for you to sleep, and the day to seek His bounty	Dan di antara tanda-tanda kekuasaan-Nya ialah tidurmu di waktu malam dan siang hari dan usahamu mencari sebagian dari karunia-Nya
614	What comes to you of good is verily from God; and what comes to you of ill is from your own self (your actions	Apa saja nikmat yang kamu peroleh adalah dari Allah, dan apa saja bencana yang menimpamu, maka dari (kesalahan) dirimu sendiri
615	"We sent Noah to his people, and he said: ""O people worship God; you have no other god but He; for I fear the retribution of the great Day may fall on you"	"Sesungguhnya Kami telah mengutus Nuh kepada kaumnya lalu ia berkata: ""Wahai kaumku sembahlah Allah, sekali-kali tak ada Tuhan bagimu selain-Nya"". Sesungguhnya (kalau kamu tidak menyembah Allah), aku takut kamu akan ditimpa azab hari yang besar (kiamat"
616	O believers, eat what is good of the food We have given you, and be grateful to God, if indeed you are obedient to Him	Hai orang-orang yang beriman! Makanlah di antara makanan yang baik-baik) maksudnya yang halal, (yang Kami berikan kepadamu, dan bersyukurlah kepada Allah) atas makanan yang dihalalkan itu (jika kamu benar-benar hanya kepada-Nya menyembah
617	We restored his family to him with others similar to them, as a blessing from Us and a reminder for men of wisdom	Dan Kami anugerahi dia (dengan mengumpulkan kembali) keluarganya dan (Kami tambahkan) kepada mereka sebanyak mereka pula sebagai rahmat dari Kami dan pelajaran bagi orang-orang yang mempunyai fikiran
618	The man who belonged to his community appealed for help against the one who belonged to the enemies. Moses struck him a blow with his fist and finished him off	Maka orang yang dari golongannya meminta pertolongan kepadanya, untuk mengalahkan orang yang dari musuhnya lalu Musa meninjunya, dan matilah musuhnya itu
619	SENT NOAH to his people to warn them before the painful punishment came upon them	"Sesungguhnya Kami telah mengutus Nuh kepada kaumnya (dengan memerintahkan): ""Berilah kaummu peringatan sebelum datang kepadanya azab yang pedih"
620	O you who believe, when you are told to make room in the assemblies, then make room; God will give you more room to spread	"Hai orang-orang beriman apabila dikatakan kepadamu: ""Berlapang-lapanglah dalam majlis"", maka lapangkanlah niscaya Allah akan memberi kelapangan untukmu"
621	"When your Lord brings forth from their loins the offspring of the children of Adam, He makes them witnesses over themselves, (and asks): ""Am I not your Lord"	"Dan (ingatlah), ketika Tuhanmu mengeluarkan keturunan anak-anak Adam dari sulbi mereka dan Allah mengambil kesaksian terhadap jiwa mereka (seraya berfirman): ""Bukankah Aku ini Tuhanmu"
622	To Him belongs whatever lies before us and behind us, and the space in between. Your Lord does not ever forget	Kepunyaan-Nya-lah apa-apa yang ada di hadapan kita, apa-apa yang ada di belakang kita dan apa-apa yang ada di antara keduanya, dan tidaklah Tuhanmu lupa
623	"Say: ""O people, act as best you can on your part, I am acting too. You will come to know in time"	"Katakanlah: ""Hai kaumku, bekerjalah sesuai dengan keadaanmu, sesungguhnya aku akan bekerja (pula), maka kelak kamu akan mengetahui"
624	And) they would hasten forward, heads lifted upwards, gazes fixed, and emptied out their hearts	mereka datang bergegas-gegas memenuhi panggilan dengan mangangkat kepalanya, sedang mata mereka tidak berkedip-kedip dan hati mereka kosong
625	You have been commanded in the Book that whensoever you hear God's messages denied or derided, do not sit in that company until they begin talking of other things, or you will be no different from them	Dan sungguh Allah telah menurunkan kekuatan kepada kamu di dalam Al Quran bahwa apabila kamu mendengar ayat-ayat Allah diingkari dan diperolok-olokkan (oleh orang-orang kafir), maka janganlah kamu duduk beserta mereka, sehingga mereka memasuki pembicaraan yang lain. Karena sesungguhnya (kalau kamu berbuat demikian), tentulah kamu serupa dengan mereka
626	But (by disobeying) they did not harm Us, they harmed themselves	"Kami berfirman): ""Makanlah yang baik-baik dari apa yang telah Kami rezekikan kepadamu"". Mereka tidak menganiaya Kami, tapi merekalah yang selalu menganiaya dirinya sendiri"
627	"The Lord heard their prayer and answered: ""I suffer not the good deeds of any to go waste, be he a man or a woman: The one of you is of the other"	"Kalimat ini memperkuat kalimat yang sebelumnya yakni bahwa mereka akan sama-sama menerima balasan dari amal perbuatan masing-masing dan bahwa mereka sama-sama tidak akan disepelekan. Lanjutan ayat berikut turun ketika Ummu Salamah mengatakan kepada Rasulullah, ""Wahai Rasulullah"
628	"Tell them: ""My Lord has forbidden repugnant acts, whether open or disguised, sin and unjust oppression, associating others with God, of which He has sent down no authority, and saying things of God of which you have no knowledge"	"Katakanlah: ""Tuhanku hanya mengharamkan perbuatan yang keji, baik yang nampak ataupun yang tersembunyi, dan perbuatan dosa, melanggar hak manusia tanpa alasan yang benar, (mengharamkan) mempersekutukan Allah dengan sesuatu yang Allah tidak menurunkan hujjah untuk itu dan (mengharamkan) mengada-adakan terhadap Allah apa yang tidak kamu ketahui"
629	O man, you have to strive and go on striving towards your Lord, then will you meet Him	Hai manusia, sesungguhnya kamu telah bekerja dengan sungguh-sungguh menuju Tuhanmu, maka pasti kamu akan menemui-Nya
630	"To Pharaoh, Haman and Qarun. But they said: ""He is only a deceiving sorcerer"	"kepada Fir'aun, Haman dan Qarun; maka mereka berkata: ""(Ia) adalah seorang ahli sihir yang pendusta"
631	"She said: ""How can I have a son, O Lord, when no man has touched me"	"Maryam berkata: ""Ya Tuhanku, betapa mungkin aku mempunyai anak, padahal aku belum pernah disentuh oleh seorang laki-lakipun"
632	Thus (Gog and Magog) could neither climb over it nor dig a hole through (the rampart	Maka mereka tidak bisa mendakinya dan mereka tidak bisa (pula) melobanginya
633	So, if they come to you, judge between them or decline. And if you decline, they can do you no harm; but if you judge, you should do so with justice, for God loves those who are just	Jika mereka (orang Yahudi) datang kepadamu (untuk meminta putusan), maka putuskanlah (perkara itu) diantara mereka, atau berpalinglah dari mereka; jika kamu berpaling dari mereka maka mereka tidak akan memberi mudharat kepadamu sedikitpun. Dan jika kamu memutuskan perkara mereka, maka putuskanlah (perkara itu) diantara mereka dengan adil, sesungguhnya Allah menyukai orang-orang yang adil
634	O men, We created you from a male and female, and formed you into nations and tribes that you may recognise each other	Hai manusia, sesungguhnya Kami menciptakan kamu dari seorang laki-laki dan seorang perempuan dan menjadikan kamu berbangsa-bangsa dan bersuku-suku supaya kamu saling kenal-mengenal
635	"They are rather surprised that a warner from among themselves has come to them. So the unbelievers say: ""This is astonishing"	"Mereka tidak menerimanya) bahkan mereka tercengang karena telah datang kepada mereka seorang pemberi peringatan dari (kalangan) mereka sendiri, maka berkatalah orang-orang kafir: ""Ini adalah suatu yang amat ajaib"
636	"Then the angels said to him as he stood in the chamber at prayer: ""God sends you good tidings of John who will confirm a thing from God and be noble, continent, and a prophet, and one of those who are upright and do good"	"Kemudian Malaikat (Jibril) memanggil Zakariya, sedang ia tengah berdiri melakukan shalat di mihrab (katanya): ""Sesungguhnya Allah menggembirakan kamu dengan kelahiran (seorang puteramu) Yahya, yang membenarkan kalimat (yang datang) dari Allah, menjadi ikutan, menahan diri (dari hawa nafsu) dan seorang Nabi termasuk keturunan orang-orang saleh"
637	If the hypocrites and perverts, and the rumour-mongers of Madinah, do not desist even now, We shall rouse you against them, so they would not be able to live but a short time in the city with you	Sesungguhnya jika tidak berhenti orang-orang munafik, orang-orang yang berpenyakit dalam hatinya dan orang-orang yang menyebarkan kabar bohong di Madinah (dari menyakitimu), niscaya Kami perintahkan kamu (untuk memerangi) mereka, kemudian mereka tidak menjadi tetanggamu (di Madinah) melainkan dalam waktu yang sebentar
638	"And God) said: ""Then verily this land is forbidden them for forty years, and they shall wander perplexed over the earth"	"Allah berfirman: ""(Jika demikian), maka sesungguhnya negeri itu diharamkan atas mereka selama empat puluh tahun, (selama itu) mereka akan berputar-putar kebingungan di bumi (padang Tiih) itu"
639	He has chosen you and laid no hardship on you in the way of faith, the faith of your forbear Abraham	Dia telah memilih kamu dan Dia sekali-kali tidak menjadikan untuk kamu dalam agama suatu kesempitan
640	Never so. We shall certainly write down what he says, and prolong the extent of his punishment	sekali-kali tidak, Kami akan menulis apa yang ia katakan, dan benar-benar Kami akan memperpanjang azab untuknya
641	Just think: Who apart from God can show the way to him who deifies his ego into his god, whom God allows to go astray knowingly, and seals his ears and heart, and covers over his eyes with a veil	Maka pernahkah kamu melihat orang yang menjadikan hawa nafsunya sebagai tuhannya dan Allah membiarkannya berdasarkan ilmu-Nya dan Allah telah mengunci mati pendengaran dan hatinya dan meletakkan tutupan atas penglihatannya? Maka siapakah yang akan memberinya petunjuk sesudah Allah (membiarkannya sesat
642	"No, He said, ""you were dead a hundred years, yet look at your victuals, they have not decomposed; and look at your ass"	Maka dilihatnya telah menjadi bangkai sementara tulang belulangnya telah putih dan berkeping-keping. Kami lakukan itu agar kamu tahu, (dan akan Kami jadikan kamu sebagai tanda) menghidupkan kembali (bagi manusia
643	The brothers of Joseph came (to Egypt) and visited him	Dan saudara-saudara Yusuf datang (ke Mesir} lalu mereka masuk ke (tempat)nya
644	By God, you will surely have to answer for all you contrive	Demi Allah, sesungguhnya kamu akan ditanyai tentang apa yang telah kamu ada-adakan
645	That the second creation is incumbent on Him	Dan bahwasanya Dialah yang menetapkan kejadian yang lain (kebangkitan sesudah mati
646	Now taste the everlasting punishment for your deeds	Sesungguhnya Kami telah melupakan kamu (pula) dan rasakanlah siksa yang kekal, disebabkan apa yang selalu kamu kerjakan
647	The day He will gather you together on the Day of Gathering, will be the day of Judgement	Ingatlah) hari (dimana) Allah mengumpulkan kamu pada hari pengumpulan, itulah hari dinampakkan kesalahan-kesalahan
648	Only they believe in Our revelations who, when they are reminded, bow in adoration, and give praise to their Lord, and do not become arrogant	Sesungguhnya orang yang benar-benar percaya kepada ayat-ayat Kami adalah mereka yang apabila diperingatkan dengan ayat-ayat itu mereka segera bersujud seraya bertasbih dan memuji Rabbnya, dan lagi pula mereka tidaklah sombong
649	"When those who believe in Our revelations come to you, say to them: ""Peace on you"	"Apabila orang-orang yang beriman kepada ayat-ayat Kami itu datang kepadamu, maka katakanlah: ""Salaamun alaikum"
650	"Say: ""I am not a warden over you"	"Katakanlah: ""Aku ini bukanlah orang yang diserahi mengurus urusanmu"
651	How many favours of your Lord will then both of you deny	Maka nikmat Tuhan kamu yang manakah yang kamu dustakan
652	Let one who has heard then bring a clear proof	Maka hendaklah orang yang mendengarkan di antara mereka mendatangkan suatu keterangan yang nyata
653	Yet in case he does not do my bidding he will be put into prison and disgraced	Dan sesungguhnya jika dia tidak mentaati apa yang aku perintahkan kepadanya, niscaya dia akan dipenjarakan dan dia akan termasuk golongan orang-orang yang hina
654	And the dwellers of the Wood and people of Tubba'. Each of them denied the apostles. So My threat became a reality	dan penduduk Aikah serta kaum Tubba' semuanya telah mendustakan rasul-rasul maka sudah semestinyalah mereka mendapat hukuman yang sudah diancamkan
655	For every community We have ordained certain rites that they may commemorate the name of God by reading it over the cattle We have given them for sacrifice. Your God is one God, so be obedient to Him	Dan bagi tiap-tiap umat telah Kami syariatkan penyembelihan (kurban), supaya mereka menyebut nama Allah terhadap binatang ternak yang telah direzekikan Allah kepada mereka, maka Tuhanmu ialah Tuhan Yang Maha Esa, karena itu berserah dirilah kamu kepada-Nya
656	And they learnt what harmed them and brought no gain	Dan mereka mempelajari sesuatu yang tidak memberi mudharat kepadanya dan tidak memberi manfaat
657	"He replied: ""Only God will bring it on you if He please, and you cannot prevail against Him"	"Nuh menjawab: ""Hanyalah Allah yang akan mendatangkan azab itu kepadamu jika Dia menghendaki, dan kamu sekali-kali tidak dapat melepaskan diri"
658	And those who do not give false evidence, and if they come across unbecoming talk ignore it and pass by in a sedate way	Dan orang-orang yang tidak memberikan persaksian palsu, dan apabila mereka bertemu dengan (orang-orang) yang mengerjakan perbuatan-perbuatan yang tidak berfaedah, mereka lalui (saja) dengan menjaga kehormatan dirinya
659	O believers, you should also send your blessings on him, and salute him with a worthy greeting	Hai orang-orang yang beriman, bershalawatlah kamu untuk Nabi dan ucapkanlah salam penghormatan kepadanya
660	The revelation of this Book free of doubt and involution is from the Lord of all the worlds	Turunnya Al-Quran yang tidak ada keraguan di dalamnya, (adalah) dari Tuhan semesta alam
661	Is it possible that if placed in authority you will create disorder in the land and sever your bonds of relationship	Maka apakah kiranya jika kamu berkuasa kamu akan membuat kerusakan di muka bumi dan memutuskan hubungan kekeluargaan
662	O you who believe, do not enter the houses of the Prophet for a meal without awaiting the proper time, unless asked, and enter when you are invited, and depart when you have eaten, and do not stay on talking	Hai orang-orang yang beriman, janganlah kamu memasuki rumah-rumah Nabi kecuali bila kamu diizinkan untuk makan dengan tidak menunggu-nunggu waktu masak (makanannya), tetapi jika kamu diundang maka masuklah dan bila kamu selesai makan, keluarlah kamu tanpa asyik memperpanjang percakapan
663	And We sent down rain from water-laden clouds pouring in torrents	dan Kami turunkan dari awan air yang banyak tercurah
664	"Whensoever they wish to escape from it they would be dragged back into it, and told: ""Taste the torment of the Fire which you used to call a lie"	"Setiap kali mereka hendak keluar daripadanya, mereka dikembalikan ke dalamnya dan dikatakan kepada mereka: ""Rasakanlah siksa neraka yang dahulu kamu mendustakannya"
665	If God were to punish men for their inequity He would not leave a single moving thing on earth. Yet He gives them latitude for a time ordained	Jikalau Allah menghukum manusia karena kezalimannya, niscaya tidak akan ditinggalkan-Nya di muka bumi sesuatupun dari makhluk yang melata, tetapi Allah menangguhkan mereka sampai kepada waktu yang ditentukan
666	There is surely a lesson in this for men of sight	Sesungguhnya pada yang demikian itu terdapat pelajaran yang besar bagi orang-orang yang mempunyai penglihatan
667	"He will answer: ""For all it will be double; but this you do not know"	"Allah berfirman: ""Masing-masing mendapat (siksaan) yang berlipat ganda, akan tetapi kamu tidak mengetahui"
668	"And if help comes to them from your Lord, they say: ""We were with you"	"Dan sungguh jika datang pertolongan dari Tuhanmu, mereka pasti akan berkata: ""Sesungguhnya kami adalah besertamu"
669	"Thus, when the truth had come to them from Us, they said: ""Surely this is nothing but pure magic"	"Dan tatkala telah datang kepada mereka kebenaran dari sisi Kami, mereka berkata: ""Sesungguhnya ini adalah sihir yang nyata"
670	Even then they made the calf, when clear signs had reached them	Maka mereka disambar petir karena kezalimannya, dan mereka menyembah anak sapi, sesudah datang kepada mereka bukti-bukti yang nyata, lalu Kami maafkan (mereka) dari yang demikian
671	If We had not kept you constant you had almost leaned towards them	Dan kalau Kami tidak memperkuat (hati)mu, niscaya kamu hampir-hampir condong sedikit kepada mereka
672	But whoever places his trust in God will find God mighty and wise	"Allah berfirman): ""Barangsiapa yang bertawakkal kepada Allah, maka sesungguhnya Allah Maha Perkasa lagi Maha Bijaksana"
673	Or did they not recognise their apostle, and rejected him	Ataukah mereka tidak mengenal rasul mereka, karena itu mereka memungkirinya
674	O believers, if you follow the path shown by God, He will give you a standard (of right and wrong), and overlook your sins, and forgive you	Hai orang-orang beriman, jika kamu bertakwa kepada Allah, Kami akan memberikan kepadamu Furqaan. Dan kami akan jauhkan dirimu dari kesalahan-kesalahanmu, dan mengampuni (dosa-dosa)mu
675	And that grows over time dynamically with the threat of climate change	Tempat itu tumbuh secara dinamis seiring waktu meski ada ancaman perubahan iklim
676	Next time you catch yourself in the act of otherizing, that'll be your clue	Lain kali saat Anda merasa sedang menganggap orang berbeda, itu mungkin akan menjadi petunjuk bagi Anda
677	We have to teach the kids that the world is not indestructible	Kita harus mengajari anak-anak bahwa dunia ini dapat rusak dan hancur
678	And so the bottom line is we need to care about state budgets because they're critical for our kids and our future	Jadi hal pokoknya adalah kita perlu mempedulikan anggaran negara karena anggaran ini penting untuk anak-anak dan masa depan kita
679	And let's understand: this is not an incremental sort of change	Dan marilah kita mengerti, ini bukanlah sebuah perubahan secara perlahan
680	I don't think so. Not a chance. But then, how on Earth is it done	Saya pikir tidak demikian. Tak mungkin. Tapi, bagaimana itu terjadi
681	When I see them together, I know that they're working out how to live in the future	Ketika saya melihat mereka bersama, saya tahu mereka sedang mencari cara untuk hidup di masa depan
682	But what's unusual about the Costa Rica Dome is, in fact, it's not a permanent place	Namun apa yang tidak biasa di Kubah Kosta Rika adalah, sebenarnya, ini bukan tempat permanen
683	It brought much, much needed medical care to people who wouldn't get it	yang membawa sangat banyak perawatan medis yang dibutuhkan bagi orang-orang yang tidak akan mendapatkannya
684	We could much better change from meat, from beef, to insects	Jauh lebih baik kita berubah dari daging, dari daging sapi, ke serangga
685	"I wish I could go tell all the young women I work for, these fabulous women, ""Believe in yourself and negotiate for yourself"	"Andai saya bisa katakan pada semua wanita muda, semua wanita luar biasa ini, ""Percayalah pada diri sendiri, dan bernegosiasilah"
686	So we actually explored this idea in our lab	Jadi kami benar-benar mengeksplorasi ide ini di lab kami
687	People agree that paintings or movies or music are beautiful because their cultures determine a uniformity of aesthetic taste	Orang orang setuju bahwa lukisan atau film atau musik itu indah karena budaya mereka menentukan cita rasa estetika yang seragam
688	If you go through a metal detector, you'll probably die	Jika Anda melewati alat pendeteksi logam, mungkin Anda akan mati
689	We don't hear about the Einstein who used his celebrity to advocate for political prisoners in Europe or the Scottsboro boys in the American South	Kita tidak mendengar tentang Einstein yang menggunakan status pesohornya untuk mengadvokasi tahanan politik di Eropa atau anak-anak Scottsboro di Amerika Selatan
690	Somewhere, in a pattern like this, is you, your perceptions, your emotions, your memories, your plans for the future	Di suatu tempat, polanya seperti ini, Anda, persepsi Anda, emosi Anda, memori Anda, rencana masa depan Anda
691	It's forced child labor on an institutional scale	Ini adalah kerja paksa anak dalam sebuah skala institusional
692	Now, I know it's a widespread assumption in the West that as countries modernize, they also westernize	Saya tahu sekarang ada asumsi meluas di Barat bahwa ketika negara menjadi modern, negara juga ter-westernisasi
693	So I went to Louisburg, North Carolina, southeast of the United States, and I entered the world of whistling	Saya pergi ke Louisburg, Carolina Utara, sebelah tenggara Amerika Serikat, dan saya masuk ke dunia bersiul
694	We have a million students a month using the site, watching on the order of 100 to 200,000 videos a day	Sejuta pelajar menggunakan situs kami tiap bulannya, menyaksikan sekitar 100 sampai 200 ribu video tiap hari
695	So digital mammography has been a giant leap forward for manufacturers of digital mammography equipment, but it's been a very small step forward for womankind	Jadi memografi digital telah menjadi lompatan besar bagi pembuat peralatan mamografi digital, namun hanya merupakan langkah kecil bagi para wanita
696	And so we've done something here that is heretical	Jadi kami melakukan sesuatu yang aneh di sini
697	This certainly is an accomplishment that must never be surpassed	Ini benar-benar sebuah pencapaian yang tidak bisa diabaikan begitu saja
698	And I thought, maybe I can be a reporter and doctor gynecologist	Dan saya berpikir, mungkin saya bisa menjadi reporter dan ahli kandungan
699	For example, for every 100 girls that are suspended from school, there are 250 boys that are suspended from school	Misalnya: Untuk setiap 100 anak perempuan yang di-skors dari sekolah, terdapat 250 anak laki-laki yang di-skors dari sekolah
700	I hope that some of these ideas were at least provocative enough for managers and bosses and business owners and organizers and people who are in charge of other people, to think about laying off a little bit, and giving people more time to get work done	Dan saya harap beberapa dari ide-ide tadi cukup provokatif bagi para manajer dan bos dan pemilik bisnis dan organisator dan orang yang bertanggung jawab terhadap orang lain untuk berpikir tentang membiarkan sejenak dan memberikan orang lebih banyak waktu untuk menyelesaikan sesuatu
701	Receipts go down, some spending programs go up, but most of it is not because of that	Penerimaan menurun, beberapa pengeluaran naik, namun sebagian besar bukan disebabkan oleh hal itu
702	The second thing I want to do is introduce my co-author and dear friend and co-teacher	Selanjutnya saya ingin memperkenalkan rekan saya sesama penulis rekan sesama guru
703	"What can managers do -- enlightened managers, hopefully -- what can they do to make the office a better place for people to work, so it's not the last resort, but it's the first resort, so that people start to say, ""When I really want to get stuff done, I go to the office"	"Apa yang manajer dapat lakukan -- manajer yang tercerahkan, harapannya -- apa yang dapat mereka lakukan untuk membuat kantor menjadi tempat yang lebih baik untuk bekerja, sehingga kantor tidak menjadi pilihan terakhir, tapi pilihan pertama? Supaya orang mulai berkata, ""Ketika saya ingin menyelesaikan sesuatu, saya akan pergi ke kantor"
704	And I'm not here to say that men are to blame for the crisis and what happened in my country	Dan saya tidak di sini untuk menyalahkan para pria akan krisis ini dan apa yang terjadi di negara saya
705	Ultimately, design itself is a process of constant education for the people that we work with and for and for us as designers	Terakhir, desain itu sendiri merupakan proses dari pendidikan yang konstan bagi masyarakat yang bekerja bersama kami dan untuk mereka kami bekerja serta bagi kami sebagai desainer
706	We need it to introduce us to new ideas and new people and different perspectives	Kita membutuhkannya untuk memperkenalkan kita kepada pemikiran baru dan orang-orang baru dan perspektif berbeda
707	Now this leaves 10 percent deficit, sort of a mind-blowing number	Ini berarti ada defisit 10 persen. Ini benar-benar angka yang luar biasa
708	This is an image of high school students, scuba divers that we worked with on our team	Ini adalah gambar anak-anak SMA, penyelam yang bekerja bersama tim kami
709	Whereas we tend to view it as an intruder, a stranger, certainly an organ whose powers need to be limited or defined and constrained, the Chinese don't see the state like that at all	Sedangkan kita cenderung untuk melihatnya seperti penyusup, orang asing, sudah pasti sebuah organ yang kekuasaannya yang perlu dibatasi atau ditentukan dan dibatasi, orang Cina tidak melihat negara seperti itu sama sekali
710	I want to show you some moments of history in my journey, which probably you would never ever get to see anywhere in the world	Saya ingin menunjukkan beberapa peristiwa bersejarah dalam perjalanan saya yang mungkin tidak akan anda jumpai dimanapun di dunia
711	So you may be asking, well why is it important that I know what entertains people	Sehingga anda mungkin bertanya, mengapa penting bagi saya untuk mengetahui apa yang menghibur orang
712	Once the animal knows this, we make the task a bit more difficult	Saat binatang itu sudah mengetahuinya, kami membuatnya menjadi lebih sulit
713	So if you go to 23andMe, or if you go to councilofdads.com, you can click on a link	Jadi jika and mengunjungi 23andMe atau jika Anda mengunjungi councilofdads.com, anda dapat mengklik sebuah tautan
714	I wrote a book about eight incredible people all over this country doing social justice work	Saya menulis buku tentang delapan orang luar biasa di seluruh negara ini melakukan pekerjaan bagi keadilan sosial
715	Now let me take you, for a moment, to what's widely regarded as the world's most difficult conflict, or the most impossible conflict, the Middle East	Sekarang izinkan saya mengajak Anda sejenak menuju sesuatu yang dianggap sebagai konflik dunia yang paling sulit, atau konflik yang paling tidak mungkin, yaitu Timur Tengah
716	She loses the check, but she goes home with something bigger and more important	Dia tidak menjadi juara, tapi pulang ke rumah dengan sesuatu yang lebih besar dan penting
717	I mean, technology, politics, business do change the world -- not always in a good way, but they do	Teknologi, politik, bisnis memang mengubah dunia. Tidak selalu ke arah yang baik, tapi mengubah
718	A gold-plated, oversized key to the city and that is all I need, 'cause if I get that, I can unlock the air	Sebuah kunci ekstra besar berlapis emas pembuka kota dan hanya itulah yang kubutuhkan, karena jika kudapatkan itu, aku bisa membuka udara
719	The day after, I came back and they were already scratched	Hari berikutnya lagi, saya kembali, posternya sudah tergores
720	But it's around us everywhere, presumably, if it hasn't been wiped out by some other process in the universe	Namun ini ada di sekitar kita, sepertinya, jika belum terhapus oleh beberapa proses dalam alam semesta
721	The third mystery is this: At the University of Utah, they started tracking finishing times for people running the marathon	Misteri ketiga adalah: Di Universitas Utah, mereka mencatat lama waktu orang-orang yang berlari maraton
722	This is probably the best time in the history of mankind to love space	Ini mungkin waktu terbaik dalam sejarah manusia untuk mencintai luar angkasa
723	Yet instead of grasping this opportunity, local and international leaders soon disengaged and became distracted by the second Intifada, the events of 9/11 and the wars in Afghanistan and Iraq	Tapi ketika mereka seharusnya mengambil kesempatan ini, para pemimpin lokal dan internasional terpecah dan teralihkan perhatiannya oleh kasus Intifada kedua, peristiwa 9/11 dan perang di Afghanistan dan Irak
724	The thing that sticks with me the most is that he was apologizing to me for crying in front of me, and at the same time, he was also giving me props, lifting me up, for not crying	Hal yang paling saya ingat adalah ayah minta maaf kepada saya karena menangis di depan saya. Dan pada saat yang sama, ayah juga membiarkan saya bersandar, menyanjung saya, karena tidak menangis
725	We have begun organizing makers at our Maker Faire	Kami telah mulai mengorganisir para pencipta di Maker Faire
726	And I don't know if you can see it that well, but that's a mailbox -- so an ordinary mailbox and an Arduino	Saya tidak tahu apakah Anda dapat melihat dengan jelas, itu kotak surat -- kotak surat biasa dan Ardunio
727	In the Middle East, I experienced my work in places without [many] museums	Di Timur Tengah, saya mengalami pekerjaan saya di tempat yang tidak punya banyak museum
728	What that means is prepping my outfit, (Laughter) prepping options, trying to figure out what I'm coming behind and going in front of	Artinya saya menyiapkan baju (Tawa) menyiapkan pilihan, berusaha mencari tahu saya tampil setelah apa dan sebelum apa
729	The fly should learn to avoid the optically reinforced odor	Lalat seharusnya belajar untuk menghindari bebauan yang diperkuat oleh cahaya
730	And we'd also have a coffee shop, and the waste grains from that could be used as a substrate for growing mushrooms	Dan kami juga akan mempunyai warung kopi, dan limbah biji kopinya dapat digunakan sebagai substrat untuk menumbuhkan jamur
731	Now, I know that you wanted some more bad news about the environment -- I'm kidding	Sekarang, saya tahu bahwa kalian ingin lebih banyak lagi kabar buruk tentang lingkungan -- cuma bercanda -- namun ini adalah rangkuman presentasinya
732	Would you like to see foreign troops on your land	Apakah Anda ingin melihat pasukan asing di tanah Anda
733	The third side helps us go to the balcony, which is a metaphor for a place of perspective, where we can keep our eyes on the prize	Pihak ketiga menolong kita untuk pergi ke balkon, yang merupakan perumpamaan untuk sebuah tempat untuk melihat, di mana kita dapat menjaga mata kita tertuju ke tujuan
734	And if you want an example of perseverance, grit and strength in a beautiful, little package, it is her	Jika Anda ingin contoh tentang kegigihan, keberanian dan kekuatan dalam kemasan kecil yang indah, itu adalah ibu saya
735	This is the most kind of direct, obvious intersection of the two things	Desain ini merupakan perpaduan yang sangat nyata dan jelas di antara kedua hal tersebut
736	The world I envision for her -- how do I want men to be acting and behaving	Dunia yang saya impikan baginya, bagaimana saya ingin laki-laki untuk bertingkah laku
737	We manage to keep the garden that was there running right up to the edge of each of the classrooms	Kami mempertahankan kebun yang semula ada di sana terbentang sampai ke pinggir ruang-ruang kelas
