id	en	bn
528	Follow what is revealed to you , and persist until God pronounce His judgement ; for He is the best of all judges	আর তুমি চল সে অনুযায়ী যেমন নির ্ দেশ আসে তোমার প ্ রতি এবং সবর কর , যতক ্ ষণ না ফয়সালা করেন আল ্ লাহ । বস ্ তুতঃ তিনি হচ ্ ছেন সর ্ বোত ্ তম ফয়সালাকারী
529	Many men will not believe howsoever you wish	আপনি যতই চান , অধিকাংশ লোক বিশ ্ বাসকারী নয়
530	"His people made no answer , and only said : "" Drive them out of the city . They profess to be pure"	তাঁর সম ্ প ্ রদায় এ ছাড়া কোন উত ্ তর দিল না যে , বের করে দাও এদেরকে শহর থেকে । এরা খুব সাধু থাকতে চায়
531	They did not restrain one another from the wicked things they used to do ; and vile were the things that they were doing	তারা পরস ্ পরকে মন ্ দ কাজে নিষেধ করত না , যা তারা করত । তারা যা করত তা অবশ ্ যই মন ্ দ ছিল
532	"Then they hamstrung the she-camel and rebelled against the command of their Lord , and said : "" Bring , O Saleh , on us the affliction you promise , if you are one of the sent ones"	অতঃপর তারা উষ ্ ট ্ রীকে হত ্ যা করল এবং স ্ বীয় প ্ রতিপালকের আদেশ অমান ্ য করল । তারা বললঃ হে ছালেহ , নিয়ে এস যদ ্ দ ্ বারা আমাদেরকে ভয় দেখাতে , যদি তুমি রসূল হয়ে থাক
533	Of all things there are We have the stores , and send them down in determined measure	আমার কাছে প ্ রত ্ যেক বস ্ তুর ভান ্ ডার রয়েছে । আমি নির ্ দিষ ্ ট পরিমানেই তা অবতরণ করি
534	They do know the favours of God , and yet they deny them , for most of them are not grateful	তারা আল ্ লাহর অনুগ ্ রহ চিনে , এরপর অস ্ বীকার করে এবং তাদের অধিকাংশই অকৃতজ ্ ঞ
535	Do not confuse truth with falsehood , nor conceal the truth knowingly	তোমরা সত ্ যকে মিথ ্ যার সাথে মিশিয়ে দিও না এবং জানা সত ্ ত ্ বে সত ্ যকে তোমরা গোপন করো না
536	"We have given you the happy tidings of a truth , they replied . "" So do not be one of those who despair"	তারা বললঃ আমরা আপনাকে সত ্ য সু-সংবাদ দিচ ্ ছি ! অতএব আপনি নিরাশ হবেন না
537	Some among the people of the Book wish to lead you astray , yet they lead none astray but themselves , though they do not realise	কোন কোন আহলে-কিতাবের আকাঙ ্ খা , যাতে তোমাদের গোমরাহ করতে পারে , কিন ্ তু তারা নিজেদের ছাড়া অন ্ য কাউকেই গোমরাহ করে না । অথচ তারা বুঝতে পারে না
538	God has sealed their hearts and ears , and veiled their eyes . For them is great deprivation	আল ্ লাহ তাদের অন ্ তকরণ এবং তাদের কানসমূহ বন ্ ধ করে দিয়েছেন , আর তাদের চোখসমূহ পর ্ দায় ঢেকে দিয়েছেন । আর তাদের জন ্ য রয়েছে কঠোর শাস ্ তি
539	Are they waiting for God to appear in the balconies of clouds with a host of angels , and the matter to be settled ? But all things rest with God in the end	তারা কি সে দিকেই তাকিয়ে রয়েছে যে , মেঘের আড়ালে তাদের সামনে আসবেন আল ্ লাহ ও ফেরেশতাগণ ? আর তাতেই সব মীমাংসা হয়ে যাবে । বস ্ তুতঃ সবকার ্ যকলাপই আল ্ লাহর নিকট গিয়ে পৌঁছবে
540	Why do they not turn to God and ask His forgiveness ? God is forgiving and kind	তারা আল ্ লাহর কাছে তওবা করে না কেন এবং ক ্ ষমা প ্ রার ্ থনা করে না কেন ? আল ্ লাহ যে ক ্ ষমাশীল , দয়ালু
541	No people can hasten or delay the term already fixed for them	কোন সম ্ প ্ রদায় তার নির ্ দিষ ্ ট সময়ের অগ ্ রে যায় না এবং পশ ্ চাতে থাকে না
542	This is well within the power of God	এটা আল ্ লাহর পক ্ ষে মোটেই কঠিন নয়
543	If your Lord had willed , all the people on the earth would have come to believe , one and all	আর তোমার পরওয়ারদেগার যদি চাইতেন , তবে পৃথিবীর বুকে যারা রয়েছে , তাদের সবাই ঈমান নিয়ে আসতে সমবেতভাবে । তুমি কি মানুষের উপর জবরদস ্ তী করবে ঈমান আনার জন ্ য
544	With which He makes crops grow , and olives , dates and grapes and fruits of every kind for you . In this is a sign for those who think	এ পানি দ ্ বারা তোমাদের জন ্ যে উৎপাদন করেন ফসল , যয়তুন , খেজুর , আঙ ্ গুর ও সর ্ বপ ্ রকার ফল । নিশ ্ চয় এতে চিন ্ তাশীলদের জন ্ যে নিদর ্ শন রয়েছে
545	Have they not bethought themselves their companion is not mad ? He is only a plain admonisher	তারা কি লক ্ ষ ্ য করেনি যে , তাদের সঙ ্ গী লোকটির মস ্ তিষ ্ কে কোন বিকৃতি নেই ? তিনি তো ভীতি প ্ রদর ্ শনকারী প ্ রকৃষ ্ টভাবে
546	Strive , O Prophet , against the unbelievers and the hypocrites , and deal with them firmly . Their final abode is Hell : And what a wretched destination	হে নবী , কাফেরদের সাথে যুদ ্ ধ করুন এবং মুনাফেকদের সাথে তাদের সাথে কঠোরতা অবলম ্ বন করুন । তাদের ঠিকানা হল দোযখ এবং তাহল নিকৃষ ্ ট ঠিকানা
547	They are those who bought the life of the world at the cost of the life to come ; and neither will their torment decrease nor help reach them	এরাই পরকালের বিনিময়ে পার ্ থিব জীবন ক ্ রয় করেছে । অতএব এদের শাস ্ তি লঘু হবে না এবং এরা সাহায ্ যও পাবে না
548	These are the messages of God . We recite them to you in all truth , as indeed you are one of the apostles	এগুলো হলো আল ্ লাহর নিদর ্ শন , যা আমরা তোমাদেরকে যথাযথভাবে শুনিয়ে থাকি । আর আপনি নিশ ্ চিতই আমার রসূলগণের অন ্ তর ্ ভুক ্ ত
549	Tell me ) O fellow-prisoners , are a number of gods better , or one God omnipotent	হে কারাগারের সঙ ্ গীরা ! পৃথক পৃথক অনেক উপাস ্ য ভাল , না পরাক ্ রমশালী এক আল ্ লাহ
550	As for those who believe and do good , We never burden a soul beyond capacity . They are men of Paradise where they will abide for ever	যারা বিশ ্ বাস স ্ থাপন করেছে এবং সৎকর ্ ম করেছে আমি কাউকে তার সামর ্ থ ্ যের চাইতে বেশী বোঝা দেই না । তারাই জান ্ নাতের অধিবাসী । তারা তাতেই চিরকাল থাকবে
551	Some of them will believe in it , some will not . Your Lord knows the transgressors well	আর তাদের মধ ্ যে কেউ কেউ কোরআনকে বিশ ্ বাস করবে এবং কেউ কেউ বিশ ্ বাস করবে না । বস ্ তুতঃ তোমার পরওয়ারদেগার যথার ্ থই জানেন দুরাচারদিগকে
552	Undoubtedly they will be losers in the life to come	আখেরাতে এরাই হবে সর ্ বাধিক ক ্ ষতিগ ্ রস ্ থ কোন সন ্ দেহ নেই
553	And why should we not repose our trust in God when He has shown us our paths of duty to Him ? We shall bear with fortitude the hardships you inflict upon us	আমাদের আল ্ লাহর উপর ভরসা না করার কি কারণ থাকতে পারে , অথচ তিনি আমাদেরকে আমাদের পথ বলে দিয়েছেন । তোমরা আমাদেরকে যে পীড়ন করেছ , তজ ্ জন ্ যে আমরা সবর করব । ভরসাকারিগণের আল ্ লাহর উপরই ভরসা করা উচিত
554	O believers , go out in the cause of God , ( whether ) light or heavy , and strive in the service of God , wealth and soul . This is better for you if you understand	তোমরা বের হয়ে পড় স ্ বল ্ প বা প ্ রচুর সরঞ ্ জামের সাথে এবং জেহাদ কর আল ্ লাহর পথে নিজেদের মাল ও জান দিয়ে , এটি তোমাদের জন ্ যে অতি উত ্ তম , যদি তোমরা বুঝতে পার
555	"When they went back to Joseph he gave his father and mother a place of honour , and said : "" Enter Egypt in peace by the will of God"	অতঃপর যখন তারা ইউসুফের কাছে পৌঁছল , তখন ইউসুফ পিতা-মাতাকে নিজের কাছে জায়গা দিলেন এবং বললেনঃ আল ্ লাহ চাহেন তো শান ্ তি চিত ্ তে মিসরে প ্ রবেশ করুন
556	For them is punishment in this world ; and the punishment of the world to come is far more severe . They will have no one to save them from God	দুনিয়ার জীবনেই এদের জন ্ য রয়েছে আযাব এবং অতি অবশ ্ য আখেরাতের জীবন কঠোরতম । আল ্ লাহর কবল থেকে তাদের কোন রক ্ ষাকারী নেই
557	"They will say all the same : "" Our eyes were dazed ( and clouded over ) . We were a people ensorcelled"	তবুও ওরা একথাই বলবে যে , আমাদের দৃষ ্ টির বিভ ্ রাট ঘটানো হয়েছে না বরং আমরা যাদুগ ্ রস ্ ত হয়ে পড়েছি
558	Enquire from the people of that city , or ask the men of the caravan with whom we have come . We are verily speaking the truth	জিজ ্ ঞেস করুন ঐ জনপদের লোকদেরকে যেখানে আমরা ছিলাম এবং ঐ কাফেলাকে , যাদের সাথে আমরা এসেছি । নিশ ্ চিতই আমরা সত ্ য বলছি
559	"Begone , said ( God ) , "" contemptible and rejected ! As for those who follow you , I shall fill up Hell with all of you"	আল ্ লাহ বললেনঃ বের হয়ে যা এখান থেকে লাঞ ্ ছিত ও অপমানিত হয়ে । তাদের যে কেউ তোর পথেচলবে , নিশ ্ চয় আমি তোদের সবার দ ্ বারা জাহান ্ নাম পূর ্ ণ করে দিব
560	You should not be grieved by what they say . All glory is wholly for God : He is the one who hears and knows everything	আর তাদের কথায় দুঃখ নিয়ো না । আসলে সমস ্ ত ক ্ ষমতা আল ্ লাহর । তিনিই শ ্ রবণকারী , সর ্ বজ ্ ঞ
561	We do not send apostles but to give good tidings and to warn . Then those who believe or reform will have neither fear nor regret	আমি পয়গম ্ বরদেরকে প ্ রেরণ করি না , কিন ্ তু সুসংবাদাতা ও ভীতি প ্ রদর ্ শকরূপে অতঃপর যে বিশ ্ বাস স ্ থাপন করে এবং সংশোধিত হয় , তাদের কোন শঙ ্ কা নেই এবং তারা দুঃখিত হবে না
562	Yet all of them are not alike . Among the people of the Book is a section upright , who recite the scriptures in the hours of the night and bow in adoration and pray	তারা সবাই সমান নয় । আহলে কিতাবদের মধ ্ যে কিছু লোক এমনও আছে যারা অবিচলভাবে আল ্ লাহর আয়াতসমূহ পাঠ করে এবং রাতের গভীরে তারা সেজদা করে
563	"For God the likeness of Jesus is as that of Adam whom He fashioned out of dust and said "" Be "" and he was"	নিঃসন ্ দেহে আল ্ লাহর নিকট ঈসার দৃষ ্ টান ্ ত হচ ্ ছে আদমেরই মতো । তাকে মাটি দিয়ে তৈরী করেছিলেন এবং তারপর তাকে বলেছিলেন হয়ে যাও , সঙ ্ গে সঙ ্ গে হয়ে গেলেন
564	"He said : "" If you have brought a sign then display it , if what you say is true"	সে বলল , যদি তুমি কোন নিদর ্ শন নিয়ে এসে থাক , তাহলে তা উপস ্ থিত কর যদি তুমি সত ্ যবাদী হয়ে থাক
565	"They said : "" O Noah , you have argued with us , and disputed at length ; so bring that ( retribution ) you promise , if you speak the truth"	তারা বলল-হে নূহ ! আমাদের সাথে আপনি তর ্ ক করেছেন এবং অনেক কলহ করেছেন । এখন আপনার সেই আযাব নিয়ে আসুন , যে সম ্ পর ্ কে আপনি আমাদিগকে সতর ্ ক করেছেন , যদি আপনি সত ্ যবাদী হয়ে থাকেন
566	But if they repent and are firm in devotion and pay the zakat , then they are your brothers in faith . We explain Our commands distinctly for those who understand	অবশ ্ য তারা যদি তওবা করে , নামায কায়েম করে আর যাকাত আদায় করে , তবে তারা তোমাদের দ ্ বীনী ভাই । আর আমি বিধানসমূহে জ ্ ঞানী লোকদের জন ্ যে সর ্ বস ্ তরে র ্ বণনা করে থাকি
567	"Surely Joseph and his brother are dearer to our father than we , ( said his half brothers ) "" even though we are a well-knit band . Our father is surely in the wrong"	যখন তারা বললঃ অবশ ্ যই ইউসুফ ও তাঁর ভাই আমাদের পিতার কাছে আমাদের চাইতে অধিক প ্ রিয় অথচ আমরা একটা সংহত শক ্ তি বিশেষ । নিশ ্ চয় আমাদের পিতা স ্ পষ ্ ট ভ ্ রান ্ তিতে রয়েছেন
568	Thus there and then they were vanquished and overthrown , humiliated	সুতরাং তারা সেখানেই পরাজিত হয়ে গেল এবং অতীব লাঞ ্ ছিত হল
569	And this ( so that it may be clear ) that your Lord does not destroy towns and cities arbitrarily while the citizens remain unaware	এটা এ জন ্ যে যে , আপনার প ্ রতিপালক কোন জনপদের অধিবাসীদেরকে জুলুমের কারণে ধ ্ বংস করেন না এমতাবস ্ থায় যে , তথাকার অধিবাসীরা অজ ্ ঞ থাকে
570	Do not marvel at their wealth and children . God intends to punish them through these in the world ; and their souls will depart in a state of disbelief	সুতরাং তাদের ধন-সম ্ পদ ও সন ্ তান-সন ্ ততি যেন আপনাকে বিস ্ মিত না করে । আল ্ লাহর ইচ ্ ছা হল এগুলো দ ্ বারা দুনিয়ার জীবনে তাদের আযাবে নিপতিত রাখা এবং প ্ রাণবিয়োগ হওয়া কুফরী অবস ্ থায়
571	Beware ! Condemmed were the people of Midian as those of Thamud had been before them	যেন তারা সেখানে কখনো বসবাসই করে নাই । জেনে রাখ , সামুদের প ্ রতি অভিসম ্ পাতের মত মাদইয়ানবাসীর উপরেও অভিসম ্ পাত
572	For God is sufficient as witness between us and you we were not aware of your worship	বস ্ তুতঃ আল ্ লাহ আমাদের ও তোমাদের মাঝে সাক ্ ষী হিসাবে যথেষ ্ ট । আমরা তোমাদের বন ্ দেগী সম ্ পর ্ কে জানতাম না
573	Eat only that over which the name of God has been pronounced , if you truly believe in His commands	অতঃপর যে জন ্ তুর উপর আল ্ লাহর নাম উচ ্ চারিত হয় , তা থেকে ভক ্ ষণ কর যদি তোমরা তাঁর বিধানসমূহে বিশ ্ বাসী হও
574	To God have you to go back , and He has power over everything	আল ্ লাহর সান ্ নিধ ্ যেই তোমাদেরকে ফিরে যেতে হবে । আর তিনি সব কিছুর উপর ক ্ ষমতাবান
575	And these are the questions that we have to worry about for the next 50 years	এবং এগুলো হলো সেসব প্রশ্ন যেগুলো নিয়ে আমাদের উদ্বিগ্ন হতে হবে আগামী ৫০ বছরের জন্য
576	I have no chance to make any policy whatsoever once they start playing	আমার কোন ধরণের নীতি নির্ধারণী ক্ষমতা থাকে না-- যেই মাত্র ওরা খেলা শুরু করে
577	There's oil spills, environmental disasters, water rights disputes, breakaway republics, famine, endangered species and global warming	সাগরে তেল নিসরণ, পরিবেশগত বিপর্যয়, জলসীমা সংক্রান্ত বিতর্ক, প্রজাতন্ত্রগুলোর ভাঙ্গন, ক্ষুধা-মহামারি, বিলুপ্তপ্রায় পশুপাখি এবং পৃথিবীর তাপমাত্রা বেড়ে যাওয়া
578	He even became uncharacteristically tetchy with Edward Aveling	এমনকি তিনি তার স্বভাবের বাইরে এডওয়ার্ড অ্যাভেলিং এর প্রতি বেশ বিরক্ত ছিলেন
579	But the way that humans tell the stories has always evolved with pure, consistent novelty	তবে মানুষ যেভাবে গল্পগুলো বলে সেটা সবসময়ই পরিবর্তিত হয় খাঁটি, চিরন্তন নতুনত্ব নিয়ে
580	Well, you need a certificate if you have a website that has https, SSL encrypted services, services like Gmail	আপনার একটি সনদপত্র লাগবে যদি আপনার একটি ওয়েবসাইট থাকে যার আছে এইচটিটিপি , এসএসএল দ্বারা নিয়ন্ত্রিত ব্যবস্থা, জিমেইলের মত ব্যবস্থা/সেবা
581	There's a banker who created a for-profit community bank that encouraged bankers -- I know this is hard to believe -- encouraged bankers who worked there to do well by doing good for their low-income clients	এরকম ব্যাঙ্কারও আছেন, , যিনি অলাভজনক কমিউনিটি ব্যাঙ্ক গড়েছেন, যা অন্যান্য ব্যাঙ্কারদেরও উৎসাহিত করেছে -- আমি জানি এটা বিশ্বাস করা কঠিন-- কিন্তু এটা এমন ব্যাঙ্কারদের উৎসাহিত করেছে, যারা কম আয়ের গ্রাহকদের মঙ্গলার্থে কাজ করেন
582	This is Seadragon, and it's an environment in which you can either locally or remotely interact with vast amounts of visual data	এটি একটি এমন এনভায়বনমেন্ট যেখানে আপনারা কাছাকাছি কিংবা দুরবর্তী যে কোন ভাবে যে কোনো জ়ায়গায় থেকে বহুল পরিমাণ ভিসুয়াল ডাটার সাথে যোগাযগ করতে পারেন
583	Applause) (Applause ends) Chris Anderson: Do I understand this right	হাততালি ক্রিস আন্ডারসনঃআমি কি এটা ঠিক মনে করতে পারি যে আপনার সফটওযার টি
584	The control of a laser is so precise that you can perform surgery inside of an eye, you can use it to store massive amounts of data, and you can use it for this beautiful experiment that my friend was struggling to explain	লেজার দিয়ে আপনি এত সূক্ষভাবে নিয়ন্ত্রণ করতে সক্ষম হবেন যে আপনি চোখের ভিতরে সার্জারী করতে পারবেন , আপনি এটাকে ব্যবহার করতে পারেন বৃহৎ পরিমাণের ডাটা জমিয়ে রাখতে , এবং আপনি একে ব্যবহার করতে পারেন চমৎকার পরীক্ষা দিয়ে , যা বোঝাতে আমার বন্ধুর বেগ পেতে হচ্ছিল
585	But maybe it just means you're more sensitive to what most people can't see or feel	কিন্তু হয়তো এর মানে আপনি সেইসব বিষয়ে অনেক স্পর্শকাতর, যেগুলো অন্য মানুষ দেখতে পায় না বা অনুভব করতে পারে না
586	And what happens when people try to assemble themselves back into life, because of our taboos around suicide, we're not sure what to say, and so quite often we say nothing	এবং যা হয় যখন মানুষ তাদের নিজেদের জীবন আবার ঠিকঠাক করার চেষ্টা করে, আমাদের আত্মহত্যার ব্যাপারে বিধিনিষেধের কারণে, আমরা বুঝতে পারিনা আমাদের কী বলা উচিত, এবং প্রায়ই আমরা কিছুই বলি না
587	No, what I want to urge upon you -- (Laughter) Instead, what I want to urge upon you is militant atheism	না, আমি আপনাদের উপর যা চাপাতে চাইছি -- (হাসি) এর বদলে আমি আপনাদের উপর যা চাপাতে চাইছি তা হলো জঙ্গী নিরীশ্বরবাদ
588	I'll show you what my friend David says about this	এ বেপারে আমার বন্ধু ডেভিড কী বলে সেটি আমি আপনাদেরকে দেখাব
589	And even blind babies smile to the sound of the human voice	এমনকি দৃষ্টি প্রতিবন্ধী শিশুরাও হাসে মানুষের আওয়াজ পেলে
590	But what it immediately did was that the volatility that had been present in terms of our economic development -- where, even if oil prices were high, we would grow very fast	কিন্তু এটা অবিলম্বে যা করেছিল তা হল অস্থিতিশীলতা যেটা আমাদের অর্থনৈতিক উন্নতির ক্ষেত্রে উপস্থিত ছিল- এমনকি তেলের দাম যখন খুব বেশি ছিল তখনও আমরা উন্নতিলাভ করেছি
591	"And there was an article written in the New York Times, September 2010, that stated: ""Just Manic Enough"	নিউ ইয়র্ক টাইমসে একটি লেখা এসেছিল, ২০১০ সালের সেপ্টেম্বরে যার শুরুটা হয়েছিল “কিছুটা পাগলাটে হওয়া” দিয়ে
592	"But if we did achieve it with that dread word ""atheist"" itself, the political impact would be even greater"	কিন্তু যদি আমরা সফল হই ঐ ভয়ঙ্কর 'নাস্তিক', শব্দটি দিয়েই, এর রাজনৈতিক প্রভাব হবে আরো ব্যপক
593	So the things that make a photograph look realistic, I think it's the things that we don't even think about, the things all around us in our daily lives	একটা ছবিকে বাস্তব করে তোলে সেসব জিনিস যেগুলো আমাদের চারপাশেই থাকে কিন্তু আমরা গুরুত্ব দেই না
594	Democrats as well as Republicans parade their religiousness if they want to get elected	ডেমোক্র‍্যাট আর রিপাবলিকান দুই দলই তাদের ধর্মপ্রীতি প্রদর্শন করে যদি তাদের নির্বাচনে জিততে হয়। দুই দলই ঈশ্বরের অধীনে এক জাতি স্লোগান দেয়
595	If you want a printed sugar birthday cake, you have to use one of our prefab images -- only for professionals	তুমি একটা চিনিতে ছাপানো জন্মদিনের কেক চাইলে, তোমাকে ব্যবহার করতে হবে আমাদের কোনো একটা পূর্বনির্ধারিত ছবিই - যা পেশাদার শিল্পী দিয়ে আঁকানো
596	Natalie Angier wrote a rather sad piece in the New Yorker, saying how lonely she felt as an atheist	নিউ ইয়র্কার - এ নাটালি আনজিয়ার একটি বিষণ্ণ লেখা লিখেছিলেন, একজন নাস্তিক হিসাবে তিনি নিজেকে কতটা একাকী মনে করেন
597	I know John's story very well because I'm John	আমি জনের কাহিনী খুব ভালোভাবে জানি কারণ আমিই জন
598	Well, in Egypt, the rioters looted the headquarters of the Egyptian secret police in April 2011, and when they were looting the building, they found lots of papers	আসলে মিশরে দাঙ্গাকারীরা লুট করে মিসরীয় গোয়েন্দা পুলিশের সদরদপ্তর ২০১১ সালের এপ্রিলে এবং তারা যখন ভবনটিতে লুটপাট চালাচ্ছিলো তারা অনেক নথি পেয়েছে
599	But I also suspect that a fair number of those secretly despise religion as much as I do	কিন্তু আমি সন্দেহ করি, এদের মধ্যে উল্লেখযোগ্য সংখ্যক গোপনে হয়তো আমার মতই ঘৃণা করেন ধর্মকে
600	So here's is a system-changer, and it seems to be catching	তাহলে, এ ধরণের ব্যবস্থা-পরিবর্তকও আমরা পাচ্ছি। আর মনে হচ্ছে এটা কার্যকরীও
601	And when he passed on, I took this table with me and brought it to my office, and it reminds me of him	উনি যখন মারা যান, আমি এই টেবিলটা আমার অফিসে নিয়ে আসি, টেবিলটা আমাকে উনার কথা মনে করিয়ে দেয়
602	What I saw was my teachers coming through me	আমি দেখলাম যে আমার শিক্ষকেরা আমার মাঝ থেকে ফুটে উঠছে
603	And so we made the game, and it has since evolved to a four-foot by four-foot by four-foot Plexiglass structure	তো আমরা গেমটি বানালাম, এবং তারপর থেকে সেটি বেড়ে উঠছে একটা চার-ফুট বাই চার-ফুট বাই চার-ফুট প্লেক্সিগ্লাস কাঠামো তে
604	And this is an example of the ways our own governments are using technology against us, the citizens	এবং এটি একটি উদাহরণ কিভাবে আমাদের নিজেদের সরকার প্রযুক্তি ব্যবহার করছে আমাদের, 'নাগরিক'দের বিরুদ্ধে
605	Richard Saul Wurman: He was.) Richard Dawkins: He was. Good. I thought he must have been	রিচার্ড সল উরম‍্যান: উনাকে আমন্ত্রণ জানানো হয়েছিল) রিচার্ড ডকিন্স : তিনি আমন্ত্রিত হয়েছিলেন, ভালো, আমিও ভাবছিলাম, তাকে নিশ্চয় আমন্ত্রণ করা হয়েছিল
606	When a chemical signal washes up on one side, it triggers the cell to expand its shape on that side, because the cell is constantly touching and tugging at the environment	যখন এক দিকের রাসায়নিক সিগনাল শেষ হয়ে আসে, এটা কোষকে এর অন্য দিকের আকৃতি বাড়ানোর জন্য উদ্দীপ্ত করে । কারণ কোষ ক্রমাগত পরিবেশের সংস্পর্শ আসছে আর টানছে
607	"My first app was a unique fortune teller called ""Earth Fortune"" that would display different colors of Earth depending on what your fortune was"	আমার প্রথম অ্যাপ্লিকেশন ছিল 'আর্থ ফর্চুন' নামক একটি অনন্য ভাগ্যপরীক্ষক যেটি পৃথিবীর বিভিন্ন রং প্রদর্শন করবে আপনার ভাগ্যর উপর নির্ভর করে
608	So that, if one thing changes, everything else changes	যেন, এর মধে‍্য যদি একটা জিনিস বদলায় তো বাকী সব কিছুও বদলাবে
609	Any student at my school can come and learn how to design an app	স্কুলের যেকোনও ছাত্র এখানে আসতে পারে এবং শিখতে পারে কিভাবে অ্যাপ তৈরি করতে হয়
610	The researchers found that the span of a player's smile could actually predict the span of his life	গবেষকরা জানায়, একজন খেলোয়াড়ের হাসির পরিধি থেকে তার জীবনসীমা অনুমান করা যায়
611	It's a sincere apology, and they take it very seriously	এটি একটি একান্ত ক্ষমা প্রার্থণা, এবং ওরা এটিকে খুবই গুরুত্বের সাথে নেয়
612	Me being me, I put the numbers from my hospital's website, for my tumor sizes, into a spreadsheet	আমি যেরকম, হাসপাতালের ওয়েবসাইট থেকে সংখ্যাগুলো নিয়ে টিউমারের সাইজগুলো একটা স্প্রেডশীট-এ লিখলাম| সংখ্যাগুলো নিয়ে মাথা ঘামাতে হবে না|
613	If you're a military commander and you wage troops -- the little plastic toys on the board -- and you lose them, I put in a letter	তুমি যদি একজন সামরীক কমান্ডার হও এবং সেনাদল পরিচালনা কর -- বোর্ডের উপরে ওই ছোট্ট প্লাস্টিকের খেলনাগুলো -- এবং তুমি যদি ওদেরকে হারাও আমি ওদের কথা চিঠিতে রাখি
614	And we could hardly even pay anything, any salaries, in the economy	আমরা তখন ওইরকম অর্থনৈতিক অবস্থায় কিছু পাওনা বা বেতন কাউকে দিতে পারিনি
615	And that gets really exciting when you think about the richness of the semantic information a lot of images have	এটা খুবই মূল্যবান জিনিস স্বচ্ছ তথ্য পাওয়াটা খূব আনন্দের। যেমন ধরুন আপনি কোন ছাবির জন্য ওয়েব ঁখুজছেন
616	And they do it secretly through misinformation and ambiguities and irrelevancies, trying to cause everyone to think more deeply	ওরা চুপিসারে ভুল তথে‍্যর মাধ‍্যমে এটা করে থাকে এবং অসংলগ্ন আর অপ্রাসঙ্গিক তথে‍্যর মাধ‍্যমে, ওরা সবাইকে আরও গভীর ভাবে চিন্তা করাচ্ছে
617	Some of the people who worked in our campaign could only work maybe an hour a month	এমনও মানুষ আছেন যারা আমাদের এই ক্যাম্পেইনে কাজ করেছে প্রতিদিন একঘন্টা, একমাস ধরে
618	Rules and incentives don't tell you how to be a good friend, how to be a good parent, how to be a good spouse, or how to be a good doctor or a good lawyer or a good teacher	নিয়মকানুন আর সুযোগসুবিধা আপনাকে কখনই বলে দেবে না যে, কিভাবে একজন ভালো বন্ধু হতে হয়, কিভাবে ভালো অভিভাবক হতে হয়, কিভাবে ভালো স্বামী/স্ত্রী হতে হয় কিভাবে ভালো ডাক্তার হতে হয়, ভালো উকিল, ভালো শিক্ষক হতে হয়
619	By the way, the secret is not to go to sleep until you've written your words for the day	আর বলে রাখি এর গোপন রহস্যটা হচ্ছে ঘুমাতে না যাওয়া যতক্ষণ না আপনি দিনের বরাদ্দকৃত অংশটি লিখছেন
620	And look at how the tumor sizes plummeted in between	আর দেখুন কিভাবে টিউমার সাইজগুলো হঠাত করে কমে গেল তার মধ্যে|
621	Now the DMCA had, and is continuing to have, a lot of complicated effects, but in this one domain, limiting sharing, it has mostly not worked	এখন এই ডিএমসিএ আইনের অনেক ধরনের জটিল প্রভাব ছিল এবং আছে, তবে বিষয়বস্তু ভাগ করে নেওয়া বন্ধ করতে তাদের উদ্যোগ বেশীরভাগ ক্ষেত্রেই কাজ করেনি
622	Now, the difficult problem for any theory of biological design is to explain the massive statistical improbability of living things	যাহোক, যে কোন জৈব সৃষ্টি তত্ত্বে সবচেয়ে কঠিন সমস্যাটি হলো জীবিত সব কিছুর সুবিশাল পরিসংখ্যানীয় অসম্ভাব্যতাটাকে ব্যাখ্যা করা
623	One idea is to drastically reduce public support for the arts	আদর্শ হিসেবে নেয়া হয়েছে কলাবিভাগের সরকারী সহায়তার পরিমাণ ব্যাপকভাবে কমিয়ে দেয়া
624	There's an outer space layer with black holes and satellites and research satellites and asteroid mining	এর একটা বাইরের দিকের লেয়ার আছে সাথে আছে কৃষ্ণগহ্বর আর স‍্যাটেলাইট এবং আছে গবেষণা স‍্যাটেলাইট আর মহাজাগতীক বস্তুর খনি
625	You can see that when we do these sorts of views, where we can dive through images and have this kind of multi-resolution experience	আপনার এগুলি দেখতে পান যখন আমরা এই ধরনের ভিউগুলো করি, ছবির একেবারে ভিতর পর্যন্ত দেখতে পারি এবং বিভিন্ন ধরণের মাল্টি রিশোলিউশান সম্পর্কে আভিজ্ঞতা হয়
626	I'm a public school teacher, and I just want to share a story of my superintendent	আমি একজন সরকারি স্কুল শিক্ষক, এবং আমি শুধু আমার সহকারির একটা গল্প আপনাদের সাথে শেয়ার করতে চাই
627	Laughter) Even last year, I ended up hiking up Mt. Kilimanjaro, the highest mountain in Africa	এমনকি গত বছর, আমি কিলিমাঞ্জারো পাহাড়ে উঠেছিলাম, যা আফ্রিকার সর্বোচ্চ পাহাড়
628	If you want to know what I have to say about Darwinism itself, I'm afraid you're going to have to look at my books, which you won't find in the bookstore outside	আপনারা যদি জানতে চান ডারউইনবাদ বিষয়টি সম্বন্ধে আমার কি বলার আছে, আমার ধারনা সেক্ষেত্রে আমার লেখা বইগুলো পড়ে দেখতে হবে আপনাদের, যেগুলো বাইরের বইয়ের দোকানগুলোতে আপনারা খুজে পাবেন না
