id	en	fa
361	I have since left Iraq and founded a group called Women for Women International that ends up working with women survivors of wars	"من پس از آن، عراق را ترک کردم و گروهی را بنام ""زنان برای زنان بین المللی"" تاسیس کردم، که هدفش خدمت برای زنان نجات یافته از جنگ است"
362	I got a job for you as a foreman on a framing crew. Time for you to go	برات یک کار پیدا کردم به عنوان سرکارگر در گروه قاب‌بندی
363	Right there is reason enough to have uniforms	درسته٬ یه دلیلی برای پوشیدن یونیفرم وجود داره
364	Cars and trucks -- I talked about that in the slideshow, but I want you to put it in perspective	اتومبیل‌ها و کامیون‌ها -- در مورد آنها در اسلاید نمایشی صحبت کردم، اما از شما می‌خواهم زیاد در این باره نگران نباشید
365	They lavish attention on it because it's visual and it spreads the idea, this idea of Abrahamic hospitality, of kindness towards strangers	توجه وافری به آن دارند زیرا این قابل رویت است، و این ایده را منتشر می کند، ایده مهمان نوازی ابراهیمی با مهربانی به غریبه ها
366	On the bottom tier, we have basic needs: shelter, clothing, food, water, mating and so forth	پایین هرم نیازهای اصلی هستن سرپناه٬ امنیت٬ غذا٬ آب٬ جفت‌گیری و غیره
367	Some people say organic or local food is more expensive, but is it really	بعضی مردم می گویند غذای اورگانیک یا محلی گران تر است، اما آیا واقعا این طور است؟
368	It's a systems-level look at how education is administered and what is being offered and to whom	این نگاهی به سطح سیستم آموزشی میکند که چگونه آن سیستم اداره و اجرا می‌شود، و چه چیزی برای چه کسی ارائه می‌شود
369	Laughter) Why is that? Why is that happening	این یعنی‌ چی‌؟ چرا این اتفاق میافته؟ این یعنی‌ چی‌؟ چرا این اتفاق میافته؟
370	In São Paulo, Brazil, it's become an annual event for thousands of people to run in a virtual Abraham Path Run, uniting the different communities	در سان پل برزیل ، این یک واقعه سالانه شده است برای هزاران نفر تا بدوند در مسیرفرضی ابراهیم ، برای اتحاد جوامع مختلف
371	It has administrators in it and many, many other things	مدیران و بسیاری چیزهای دیگر در آن هستند
372	Figure out some of the other options that are much better	گزینه‌های دیگری که بسیار بهترند را شناسایی کنید
373	We like to hang together in groups, just like wildebeests, just like lions	ما دوست داریم توی گروههایی باهم وقت بگذرونیم٬ درست مثل گوزن‌های یالدار آفریقایی٬ درست مثل شیرها. گوزن‌های یالدار آفریقایی با شیرها وقت نمی‌گذرونن٬
374	"My little boy's right there, and he's like, ""She's not kidding"	"پسرم الان اینجاست و میدونم که داره به چی فکر می کنه.با خودش می گه ""مادرم شوخی نمی کنه"
375	Here's what happened in two instances: We're comparing two strains of flies, each of them having about 100 light-addressable cells in their brains, shown here in green on the left and on the right	اینها نتایجی است که در این دو مثال اتفاق افتاد. ما در حال مقایسه این دو دسته از مگس ها هستیم که هر کدامشان حدود یکصد سلول نور-آدرس پذیر در مغشان دارند . نشان داده شده در اینجا سمت چپ و سمت راست
376	His backpack goes ballistic in some other direction	کوله پشتیش در جهت دیگه ای پرتاب می شه
377	Well we know that that was not a cheap war	میدونیم که این جنگ ارزونی نبود. میدونیم که این جنگ ارزونی نبود
378	Since I'm home-schooled, I went to go hear him speak one day	چون من مدرسه نمی روم و در خانه درس یاد میگیرم، یک روز رفتم و به حرف های او گوش دادم
379	"Laughter) ""And what we're here to do is not to talk about Puerto Rico or the past"	و دلیل اینکه ما اینجا هستیم این نیست که در باره پرتوریکو یا گذشته صحبت کنیم
380	It's the reason why I could not start a search engine tomorrow called Goggle	برای همین است که من نمی‌توانم موتور جستجویی بنام گاگل را راه بیندازم
381	You'll find out that people don't say what businesses think they would say	خواهید دید که اونها نمیپرسند بستگی داره، چه شغلی‌ باشه. خواهید دید که اونها نمیپرسند بستگی داره، چه شغلی‌ باشه
382	"And what you don't see in this picture is that somewhere between these riders there, there's a teenager sitting on a rock, saying, ""I'm not moving from here. Forget it"	"و چیزی که شما در این تصویر نمی بینین اینه که در بین این دوچرخه سوارا، نوجوونی رو یه تخته سنگ نشسته و میگه ""من از جام تکون نمی خورم"
383	Well we've seen already that quite some of you already ate insects maybe occasionally, but I can tell you that every one of you is eating insects, without any exception	گاهی‌ دیده ایم بعضی‌ از ماها تصادفا یه حشره خورده باشن. گاهی‌ دیده ایم بعضی‌ از ماها تصادفا یه حشره خورده باشن. ولی‌ باید بگم همه شما در زنگی‌ حشره میخورید، بدون استثنا. ولی‌ باید بگم همه شما در زنگی‌ حشره میخورید، بدون استثنا
384	And all the men have these poison arrows that they use for hunting -- absolutely fatal	"و همه ی مردان از این نیزه های سمی دارند ، که برای شکاراستفاده می کنند-- کاملا"" مهلک"
385	We're getting tired of it. It's kind of clichéd now	ما ازش خسته شدیم٬ تبدیل به نوعی کلیشه شده
386	Laughter) My oh my, that makes it worse	خنده تماشاگران) آه خدای من! این حتی مشکل رو بدتر هم می‌کنه
387	Some years ago, I was involved as a facilitator in some very tough talks between the leaders of Russia and the leaders of Chechnya	سالها پیش، من بعنوان میانجی درگیر برخی مذاکرات دشوار بین رهبران روسیه و رهبران چچن بودم
388	So, I wanted to do something special today	من امروز قصد دارم کار ویژه ای انجام بدم
389	About 20 years ago, I was in South Africa, working with the parties in that conflict, and I had an extra month, so I spent some time living with several groups of San Bushmen	حدود ٢۰ سال پیش من در آفریقای جنوبی بودم و در کشمکشهای بین احزاب کار می کردم، و من یک ماه وقت اضافی داشتم، بنابراین من بعضی اوقاتم را با گروهایی از سان باشمن می گذراندم
390	That happens in the building industry as well	این در صنعت ساختمان‌سازی هم به همین صورت اتفاق می‌افته
391	So I want to share with you a couple key insights about complexity we're learning from studying nature that maybe are applicable to other problems	پس من می خواهم کلید فن بینش را با شما در میان بگذارم در مورد پیچیدگی که ما از مطالعه طبیعت میآموزیم که شاید قابل اعمال به دیگر مشکلات نیز باشد
392	Thirty years have passed, and I still feel guilty about that prayer, for the next day, I learned that that missile landed on my brother's friend's home and killed him and his father, but did not kill his mother or his sister	سی سال از آن واقعه میگذرد، و من هنوز از بابت آن دعا احساس گناه می کنم، چرا که روز بعدش، متوجه شدم که آن موشک بر سر خانه ی دوست برادرم فرود آمده بود و خود و پدرش را کشته بود، ولی خواهر و مادرش را نکشته بود
393	And he is an absolute renegade and a visionary, and he is the reason that I now live and work there	او فرزانه و هدایتگر نظارت و رویارویی با نظارت بر مدارس است، و دلیل اینکه امروز من در آنجا زندگی و کار می کنم او هست
394	If the Critic was among the optically activated cells, the result of this intervention should be a change in policy	اگر عامل نقد کننده در میان سلول های فعال ساز شده با نور بود نتیجه این آزمایش بایست تغییر در رویه بوده باشد
395	But we feel like this could work in other places	اما ما فکر میکنیم چیزی مثل این در سایر مناطق هم مناسب خواهند بود
396	It died, in large part, because it lacked constituent buy-in; it lacked stakeholder traction	و در کل نادیده گرفته شد چون آن لایحه خریدار نداشت چون جذبه ای هم برای ذی نفعان نداشت
397	I was at work. I sat at my desk. I used my expensive computer	من سر کارم بودم. سر میز کارم بودم، کنار کامپیوتر گرون قیمتم
398	Laughter) Water wings -- an inch of water	کمربند ایمنی شنا-- وقتی فقط یک اینچ آب هست
399	That's where we want the picture. Right. Perfect	"اونجا جایی هست که می‌خواییم عکسمون رو بگذاریم. خوب. عالیه."" به صورت شاقولی تراز شده و کاملاً در مرکز"
400	I think it'll all pay off in the end	و معتقدم در نهایت هم این به نفع شما خواهد بود
401	In other words, instead of recording the activity of neurons, we need to control it	به عبارت دیگر در عوض ضبظ فعالیت های نورونی ما می بایست آنها را کنترل کنیم
402	This means that the policy that the Actor implements now includes an instruction to avoid the odor that's in the right half of the chamber	این بدان معناست که رویه هایی که بازیگر ما بر می گزیند اکنون شامل دستورالعمل امتناع از بویی که در نیمه راست اتاق وجود دارد نیز می شود
403	And we've come a long way since Galvani's and Susana's first successes in making animals twitch or jump	و ما مسیر طولانی را پیمودیم از آزمایش گالوانی گرفته تا موفقیت سوزان . در وادار کردن حیوانات به جهش
404	On the other end of the spectrum, we have a Dionysian perspective, which is more given to the passions and intuition, tolerant of organic texture and human gesture	از طرف دیگر طیف٬ نگاه ديونسيوس (خدای شراب و میگسارى و زراعت) هست که بیشتر به عشق و بصیرت٬ بردباری طبیعت و اشارات و حرکات انسان
405	So we took this kind of nebulous idea and have worked really closely with Dr. Zullinger for the past year on writing this as a one-year curriculum offered at the high school level to the junior class	خُب ما به این به شکل ایده مبهمی نگاه کردیم و سال گذشته با دکترزالینگر از نزدیک روی نوشتن این طرح به عنوان پیشنهادی برای یک برنامه آموزشی یکساله ازسطح دبیرستان تا گروه تازه واردان به کالج کار کردیم
406	And going out into the community and interviewing your neighbors about what kind of food they buy and from where and why -- that's a homework assignment	که ( دانش آموزان) باید محله‌ها میروند و ازهمسایه ها بپرسند که چه نوع مواد غذایی را می‌خرند و از کجا و چرا میخرند -- که این تکلیف درسی آنهاست
407	Laughter) But then, I tried to remember to go to the balcony	ولی بعد، من تلاش کردم که به بالکن بروم
408	I thought it was just like the movies, but the movies had not conveyed them in the powerful image that I was seeing full of bright red and orange and gray, and a full circle of explosion	مانند صحنه های فیلم سینمایی بود، ولی فیلمهای سینمایی نتوانسته اند تا حالا، تصاویر مقتدری را که من داشتم مشاهده میکردم را منتقل کنند -- پر از قرمز روشن و نارنجی و خاکستری، و یک دایره ی کامل انفجار
409	"And you look up at the sky through a hole in the clouds you see the monastery at the top of the Muhraka -- that's where you're supposed to climb now -- and you say, ""There's no way that I could possibly get there"	"و از طریق شکافی که در ابرها ایجاد شده به آسمون نگاه میکنین شما صومعه ای را در بالای موهراکا میبینین و اونجا جاییه که شما باید حالا به سمتش بالا برین و میگین که""هیچ راهی نیست که من بتونم احتمالا به اونجا برسم"
410	It also means that designers are no longer consultants, but we're teachers, and we are charged with growing creative capital within the next generation	این همچنین یعنی که طراحان دیگرمشاوران نیستند، بلکه ما آموزگار هستیم. و ما مسئول رشد خلاقیت و نوآوری‌های سرمایه ای برای نسل آتی هستیم
411	Laughter) We all know this to be true, and you would never see a spontaneous meeting called by employees	ما همه میدونیم که این درسته، معمولاً دیده نمیشه که کارمندان یه جلسه رو برگزار کنن؛ انگار این راهش نیست. ما همه میدونیم که این درسته، معمولاً دیده نمیشه که کارمندان یه جلسه رو برگزار کنن؛ انگار این راهش نیست
412	"If I took a bite out of it, you'd go, ""Wait a second"	"این موبایله. اگر یه گاز ازش بخورم٬ شما می‌گید٬ "" یه دقیقه صبر کن ببینم"
413	The teacher is writing on a bamboo blackboard	معلم بر روی تخته ای از چوب بامبو می نویسد
414	And so we saw an opportunity to bring design as this untouched tool, something that Bertie County didn't otherwise have, and to be sort of the -- to usher that in as a new type of tool in their tool kit	و ما فرصتی آن را دیدم که طرح هایی را به عنوان ابزاری دست نخورده به انجا بیاوریم، چیزی که برتی کانتی نداشت، و اینکه به شکلی طلیعه دار نوع جدیدی از ابزار در جعبه ابزار خود باشد
415	Together with the kids, I also went through a remarkable transformation	همراه با اون بچه ها، منم تغییرات قابل توجهی داشتم
416	And he goes on saying, and everyone looks at him like a hero, probably for the first time in his life	و او به گفته هاش ادامه داد و همه بهش مثل یه قهرمان نگاه میکردند و احتمالا این برای اولین بار در زندگیش بود
417	Our housing has become a commodity, and I'll talk a little bit about that	خانه‌سازی ما تبدیل به یک کالای مصرفی شده٬ می‌خوام کمی راجع به این موضوع صحبت کنم
418	And so more and more walkers have come, and lately she's begun to earn an income to support her family	بنابر این راه پیمایان بیشتر و بیشتر می آیند. به تازگی او اقدام به کسب در آمد برای پشتیبانی از خانواده اش کرده است
419	It's a number -- very large -- a contribution to the economy of the United States for free	این یک رقم هست -- خیلی‌ بزرگ -- یه کمک رایگان به اقتصاد آمریکا. این یک رقم هست -- خیلی‌ بزرگ -- یه کمک رایگان به اقتصاد آمریکا
420	So evolution's trick is to make them beautiful, to have them exert a kind of magnetism to give you the pleasure of simply looking at them	پس حقه ی فرگشت این است که آنها را بگونه ای زیبا عرضه کند، پس حقه ی فرگشت این است که آنها را بگونه ای زیبا عرضه کند، که شما را به سادگی جذب تماشای انها کند. که شما را به سادگی جذب تماشای انها کند
421	There is a side that thinks that peace is the end of fighting, and there is a side that thinks that peace is the arrival of schools and jobs	سمتی که باور دارد صلح آخر و انتهای جنگ است. و سمت دیگری که فکر می کند که صلح به معنای آمدن مدارس و موقعیت های شغلی است
422	And together these volunteers and the teachers are deeply committed to creating a new generation of global, green leaders	و این داوطلب ها به همراه معلم ها، عمیقاً متعهد به ایجاد نسلی نو از رهبران فراملیتی سبز هستند
423	And we eat quite a lot of it	کاملا زیاد از آن مصرف می‌کنیم. در جوامع پیشرفته متوسط آن ۸۰ کیلوگرم/فرد/سال است،
424	The correction facility where they are locked up happens to be right in the middle of one of my usual trips, and it's surrounded by barbed wires and electric gates and armed guards	کانون اصلاح و تربیت، جایی که اونا حبسند بر حسب اتفاق دقیقا در بین راه یکی از گردشهای همیشگی من قرار گرفته، و با سیمهای خاردار و دروازه های الکتریکی و محافظ های مسلح محاصره شده
425	I mean, what are the chances that all 10 people are ready to stop	واقعا احتمال این که هر ۱۰ نفر وقت داشته باشن چقدره؟ اگه دارن درباره کار مهمی‌ فکر می‌کنن چی‌؟
426	Life is a string of choices creating a constant pressure to decide what to do next	زندگی رسته ای از انتخابها است که فشار ثابتی برای ما ایجاد میکند که ما در گام بعدی چه انتخاب کنیم
427	So we set out to identify the cells in the fly's brain that played the role of the Critic	بنابراین ما قصد داریم تا سلول هایی در مغز مگس را شناسایی کنیم که نقش عامل نقد و مقایسه را بازی میکند
428	And managers are basically people whose job it is to interrupt people	اصلا مدیران کسانی‌ هستند که شغل اونها اینه که مزاحم بقیه بشند. اصلا مدیران کسانی‌ هستند که شغل اونها اینه که مزاحم بقیه بشند
429	In order to do what I do, you have to understand what causes waste in the building industry	برای اینکه توضیح دهم که چه می‌کنم، شما باید بدونید که چه چیزهایی باعث اتلاف در ساختمان‌سازی می‌شه
430	which is ridiculous, but that's one of the excuses that managers give	که البته مسخره‌است، ولی‌ این یکی‌ از دلایلی است که مدیران بیان میکنند
431	Efficiency and conservation -- it's not a cost; it's a profit	بهره وری و حفاظت: آن یک هزینه نیست، و یک منفعت است
432	I know it doesn't look like a school, but it is something we decided to do, and it is extremely, extremely green	می دانم که ظاهرش شبیه مدرسه نیست، ولی چیزیست که تصمیمش دا داشتیم، این مدرسه به شدت، سبز می باشد
433	Laughter) Now, if you think about that story for a moment, I think it resembles a lot of the difficult negotiations we get involved in	خنده حضار اگر شما برای یک لحظه به این داستان فکر کنید، من فکر می کنم این مشابه بسیاری از مذاکرات پیچیده ای است که ما در گیر آنها هستیم
434	How can we 100 percent guarantee the safety of our kids	چگونه می توانیم 100 درصد ایمنی فرزندانمان را ضمانت کنیم؟
435	Local Balinese women cook the food on sawdust burners using secrets that only their grandmothers know	زنان محلی بالی، غذا را روی آتشخان های خاک اره می پزند، در حالیکه در پخت غذا از رازهایی استفاده می کنند که تنها مادربزرگ هایشان از آن آگاهی دارند
436	Then, these corbels going down underneath the eaves are that little design that comes off the can	بعد این پیش‌آمدگی‌ها تا پایین رخ‌بام ادامه پیدا می‌کنن که در این طراحی از قوطی ایده گرفتم
437	And when the kindergarten kids recently moved their gate, they found out the fence was made out of tapioca	وقتی بچه های مهدکودک این اواخر درها را حرکت دادند، فهمیدند که حصار از جنس نشاسته کاساو می باشد
438	Meetings are places to go to talk about things you're supposed to be doing later	جلسات اصولا جایی‌ هستند که در اون به تو گفته میشه چه کارهایی رو باید بعدا انجام بدی. و جلسات کلا خود سازی دارن، یعنی‌ که یک جلسه به جلسه بعدی و بعد‌تری ختم می‌شه
439	I'm used to algorithms and data structures and super motivated students, and nothing in my background prepared me to deal with a raging, violent adolescent in the middle of nowhere	من اغلب با الگوریتم ها و ساختار داده ها و دانش آموزهای فوق العاده با انگیزه سر و کار دارم، و هیچ چیزی توی سابقه ام منو برا رویارویی با یه نوجوون عصبانی و تندخو در میان ناکجا آباد آماده نکرده
440	Consider this: Make a decision to live a carbon-neutral life	این را درنظر داشته باشید. تصمیم بگیرید که زندگی عاری از کربن داشته باشید
441	She was earning 450 dollars. She was doing okay	او ۴۵۰ دلار دریافت می کرد و وضع او خوب بود
442	But I get a lot of toilets, and so you just dispatch a toilet with a hammer, and then you have lumpy tiles	اما من تعداد زیادی توالت دارم و شما می‌توانید یه توالت رو با چکش خرد کنید٬ و سپس شما کاشی‌های ناصاف دارید
443	So fast-forward to today, and we now live there	خُب سریع بریم جلو تا به امروز، و حالا ما در آنجا زندگی می‌کنیم
444	So on one of these rides, I talked my way into the compound and went to see the warden	پس در یکی از این دوچرخه سواری هام راهمو به سمت این پادگان کج کردم و به دیدن رئیس زندان رفتم
445	Applause) Al Gore: I want to focus on what many of you have said you would like me to elaborate on: What can you do about the climate crisis	الگور: می‌خوام در مورد موضوعی که اکثریت شماها خواستید تا در مورد آن توضیح دهم، متمرکز بشم. در مورد بحران آب و هوا چه کاری از دست تون برمی‌یاد؟ می‌خوام آغاز کنم با
446	Participant Productions convened -- with my active involvement -- the leading software writers in the world, on this arcane science of carbon calculation, to construct a consumer-friendly carbon calculator	تولیدات مشترک دور هم جمع شدند، با مشارکت فعال من، نویسندگان نرم افزارهای پیشرو جهانی در رابطه با علم پیچیده محاسبه کربن برای ساخت یک محاسبه گر کربن مناسب برای مصرف کننده
447	And so this starts in four weeks, at the end of the summer, and my partner and I, Matthew and I, just went through the arduous and totally convoluted process of getting certified as high school teachers to actually run it	خُب این چهار هفته دیگر شروع می‌شود، در آخر تابستان، شریکم، متیو و من فرایند دشوار و کاملا پیچیده اخذ تائید آن به عنوان آموزگاران دبیرستان و اجرای واقعی آن را طی کردیم
448	The teachers dragged giant PVC whiteboards into the classrooms	معلم ها تخته وایت برد های بزرگ از جنس پی وی سی را به کلاس ها آوردند،
449	Laughter) (Applause) I'll tell you one quick story to illustrate what that's been like for me	خنده) (تشویق) براتون یه داستان کوتاهی رو نقل می‌کنم تا براتون بگم که اون برام مثل چی بود
450	First Thursday of the month, just the afternoon, nobody in the office can talk to each other	اولین ۵شنبه هر ماه، نصف یک روز، هیچ کس در این نصف روز حق نداره با هم صحبت کنه. اولین ۵شنبه هر ماه، نصف یک روز، هیچ کس در این نصف روز حق نداره با هم صحبت کنه
451	So it's a very precious thing that we're using to dye our foods	یه چیز خیلی‌ گرانبها است که ما واسه رنگ کردن غذامون ازش استفاده می‌کنیم. یه چیز خیلی‌ گرانبها است که ما واسه رنگ کردن غذامون ازش استفاده می‌کنیم
452	Or you can also look back in time and realize that you've already conquered steeper mountains before	یا همچنین شما میتونین به موقع به عقب نگاه کنین و بفهمین که شما قبلا کوه هایی با شیب های تندی رو فتح کرده این
453	Each of us, with a single step, can take the world, can bring the world a step closer to peace	هر یک از ما، تنها با یک گام، می توانیم دنیا رابگیریم، می توانیم چهان را یک گام به صلح نزدیکتر کنیم
454	"And your instinct is to say, ""Well, why don't you suck an egg"	"و غریرت می‌خواد بگه "" چرا نمیری یه تخم مرغ بمکی؟"
455	And we have dumaflaches and gizmos and contraptions that will do anything that we, up to that point, had to do by hand	؟ما کلی اسباب اثاثیه و خرت و پرت و اختراعاتی که هر کاری رو انجام می‌دهند را داشتیم. که تا قبل از اون دوره، باید با دست انجامشون می‌دادیم. که تا قبل از اون دوره، باید با دست انجامشون می‌دادیم
456	"But if you put it in the front door, people say, ""Oh, you're trying to be like those guys, and you didn't make it"	"مردم میگن: ""اوه! تو داری تقلید می‌کنی٬ این ایده‌ی خودت نیست!"" خب پس اونجا نگذارید"
457	But there's another side that I have witnessed as someone who lived in it and someone who ended up working in it	ولی یک ور دیگری وجود دارد که من خود آنرا، بعنوان شخصی که در آن زندگی کرد، مشاهده کرده ام و کسی که نهایتا به کار کردن درمیان جنگ مشغول شد
458	Laughter) She took our order, and then went to the couple in the booth next to us, and she lowered her voice so much, I had to really strain to hear what she was saying	خنده) سفارش مارو گرفت و سپس به اتاق مجاور رفت، و صدایش را تا حدی پایین آورد که من به سختی می‌تونستم چیزهایی رو که می‌گفت بشنوم
459	We have to buy a lot of those ads	ما باید بسیاری از این آگهی‌ها را خریداری کنیم
460	Mountain biking in Israel is something that I do with great passion and commitment	دوچرخه سواری در کوهستان‌های اسرائیل کاریه که با علاقه‌ی شدید انجام میدم و نسبت به اون متعهدم
461	It's funny -- when you walk, you walk side-by-side, in the same common direction	این مسئله جالب است، وقتی شما راه می روید، شما پهلو به پهلو راه می روید دریک مسیر مشترک
462	So, a funny thing happened on my way to becoming a brilliant, world-class neuropsychologist: I had a baby	خوب, در مسیر زندگی من در راهی که می رفتم که تبدیل به یک روانشناس مغز و اعصاب برجسته بشوم چیز جالبی اتفاق افتاد: بچه دار شدم. البته باید بگویم که
463	And I'm here to argue that this is because capitalism, in the modern iteration, is largely misunderstood	و من اینجا هستم تا بگویم که سرمایه داری در بازگویی جدید شدیداً دچار سوءتفاهم شده است
464	And so we talked about these special words that we teach them	خب ما درباره ی این کلمات خاص که به اونا آموزش میدیم صحبت کردیم
465	So over the course of two semesters, the Fall and the Spring, the students spend three hours a day every single day in our 4,500 square foot studio/shop space	در طی دو نیم سال تحصیلی، پائیز و بهار، دانش اموزان هر روزه سه ساعت در کارگاه ۴۲۰ متر مربعی ما وقت صرف می‌کنند
466	Laughter) But in contrast to my evil twin who lusts after world domination, my motives are not sinister	خندیدن حاضران ) اما درست بالعکس ، برای جفت دوقلوی بد ذات من کسی که شهوت تسخیر جهان را دارد ، انگیزه من انگیزه پلید و شیطانی نیست
467	The circled node is the one we're trying to influence -- popular support for the government	این گره دایروی مرکز تمرکز ما خواهد بود-- حمایت مردمی از دولت
468	And even in terms of calories, it is very good	و حتا از لحاظ کالری هم بسیار خوبه
469	The fifth thing is that maybe, after 2,500 years, Plato is still having his way with us in his notion of perfect forms	پنجمین چیز٬ شاید بعد از ۲٫۵۰۰ سال افلاطون هنوز هم با نظریه‌ی فرم کامل خودش بر ما اثر داره
470	Laughter) I know it sounds like a little thing to you, but -- (Laughter) I looked in the rear-view mirror and all of a sudden it just hit me	می‌دونم که بنظر شما چیز مهمی نیست، اما -- (خنده) -- از آینه به پشت سرم نگاه کردم و یکدفعه شوکه شدم
471	Teach others, learn about it, talk about it	به دیگران بیاموزید، در مورد آن یاد بگیرید، در مورد آن صحبت کنید
472	So let's go through a couple of those	بیاین حالا یه سری از اونها رو با هم مرور کنیم
473	Pores like these conduct electrical current and are responsible for all the communication in the nervous system	حفره های اینچنینی جریان های الکتریکی را عبور می دهند و مسئولیت تمام ارتباطات شبکه عصبی را بر عهده دارند
474	I try to figure out intellectually, philosophically, psychologically, what the experience of beauty is, what sensibly can be said about it and how people go off the rails in trying to understand it	من سعی می کنم از نظر فکری فلسفی و روانی دریابم, تجربه زیبایی چیست ، چه چیز معقولی در مورد آن می توان گفت و چگونه مردم در تلاش برای درک زیبایی به بیراهه رفته اند
475	He was brought in in October 2007 as the new superintendent to basically fix this broken school system	او در سال ۲۰۰۷ به عنوان ناظر و متصدی جدید برای اصلاح سیستم آموزشی ناکارآمد آنجا تعیین شد
476	Now let me ask you, where in the sky does your property end	حال از شما می‌پرسم ملک شما درکجای آسمان تمام می‌شود؟
477	But the people in Asia are starting to eat like we are, which is why they're starting to get sick like we are	ولی مردم آسیا درحال غذاخوردن به نحو ما هستند که دلیل آنستکه چرا دارند مریض میشوند مثل ما
478	There are literally hundreds of those kinds of communities across the Middle East, across the path	در واقع صد ها جوامع مشابه این در سراسر خاورمیانه، در سراسر مسیر وجود دارد
479	This is like Times Square of Windsor that you're looking at right now	این مثل تایم اسکور (میدانی مشهوردر نیویورک) ویندزور که دارید نگاه بهش می‌کنید
480	It turns out those aren't the things that are distracting, Because those are voluntary distractions	بعد کاشف به عمل میاد که اینا واقعا مزاحمت نیستند، چون آدم اونا رو شخصاً انتخاب میکنه. بعد کاشف به عمل میاد که اینا واقعا مزاحمت نیستند، چون آدم اونا رو شخصاً انتخاب میکنه
481	As you have advances in hardware, you have advances in software	در حالیکه پیشرفتهایی در سخت‌افزار دارید نرم افزار هم پیشرفت می‌کند
482	"In fact, a locust is a ""shrimp"" of the land, and it would make very good into our diet"	در واقع ملخ میگوی زمینیه، که با رژیم غذایی ما هم سازگاری داره. در واقع ملخ میگوی زمینیه، که با رژیم غذایی ما هم سازگاری داره
483	For those who can't walk, who are unable to get there right now, people started to organize walks in cities, in their own communities	برای آنهایی که نمی توانند راه بروند، کسانی که قادر نیستند در شرایط کنونی به آنجا روند، مردم شروع به برگزاری راهپیمایی در شهر ها، در جوامع خودشان کرده اند
484	"She said, ""But it's not fair, because there is only one life, and there should only be one death"	"و گفت: ""اما این منصفانه نیست، چرا که فقط یک عمر وجود دارد، و باید فقط یک مرگ وجود داشته باشد"
485	You'll find out all these things you thought you had to do, you don't actually have to do	صبح بهتری رو شروع خواهی‌ کرد، و خواهی‌ دید همه کارهایی که فکر میکردی باید انجام بدی، همچین واجب هم نبوده. صبح بهتری رو شروع خواهی‌ کرد، و خواهی‌ دید همه کارهایی که فکر میکردی باید انجام بدی، همچین واجب هم نبوده. خوب این ۳ پیشنهادی بود که من می‌خواستم شما بهش فکر کنید
486	Fourth: status, self-esteem -- that is, vanity -- and we're taking vanity and shoving it down here	چهارمی مقام و شان٬ عزت نفس٬ که این همون غرور هست. و ما غرور و تکبر رو می‌گیریم و می‌کشیم این پایین
487	I update the slide show every time I give it	من اسلاید نمایشی رو هر بار که ارائه می‌دم، به روزش می‌کنم
488	There's more than 1,000 species of insects that are being eaten all around the globe	بیش از ۱۰۰۰ گونه مختلف حشرات هستند که درحال‌ حاضر در سراسر جهان خورده میشوند. بیش از ۱۰۰۰ گونه مختلف حشرات هستند که درحال‌ حاضر در سراسر جهان خورده میشوند
489	"And he was waving a piece of paper, and he was yelling, ""Call Washington! Call Washington"	و تکه کاغذی را در دست داشت و تکان می‌داد و فریاد می‌زد، «خبر از واشینگتن! خبر از واشینگتن!»
490	It depends on us taking the third side	بستگی به ما دارد که جناح سوم را بگیریم
491	Somewhere, in a pattern like this, is you, your perceptions, your emotions, your memories, your plans for the future	در جایی ، الگویی اینچنین ، در شما ، در ذهن شما ، احساسات شما ، خاطرات شما ، و برنامه هایتان برای آینده.. و امثال آنها می تواند باشد
492	The other great principle of evolution is sexual selection, and it operates very differently	اصل بزرگ دیگر فرگشت انتخاب جنسی است ، که نحوه اجرای آن بسیار متفاوت از انتخاب طبیعی است
493	So this building downtown, which may very well become the site of our future farmers' market, is now the classroom	خُب این ساختمان در مرکز شهر، که شاید تبدیل به بازار محصولات کشاورزی آینده‌ی ما شود، و حالا کلاس درس است
494	And when I'm on my bike, I feel that I connect with the profound beauty of Israel, and I feel that I'm united with this country's history and biblical law	وقتی که رو دوچرخه‌ام سوارم، احساس می کنم که بین من و زیبایی تاثیرگذار کشور اسرائیل ارتباطی وجود داره و احساس می کنم که من به تاریخ این کشور و قانون کتاب مقدس تعلق خاطر دارم
495	I went back to my bed, and I prayed, and I secretly thanked God that that missile did not land on my family's home, that it did not kill my family that night	به تختم بازگشتم، و دعا کردم، و یواشکی از خدا تشکر کردم که آن موشک بر سر خانه خانواده من فرود نیامد، و خانواده مرا در آن شب نکشت
496	They happened in places like this, in the Judean Desert, 20 kilometers away from the nearest road	اونا تو مکان هایی مثل این، تو بیابان یهودیان، با فاصله ی ۲۰ کیلومتر از نزدیکترین جاده اتفاق میافته
497	So, for such a kid, when an adult that he learns to respect stays close to him and doesn't walk away from him in any situation, irrespective of how he behaves, it's a tremendous healing experience	پس برای این بچه وقتی میدونه که یه بزرگسال به عنوان احترام نزدیکش میمونه و ازش فاصله نمی گیره تو هر موقعیتی، صرف نظر از طرز رفتارش یک تجربه ی فوق العاده شفا بخشیه
498	We have been so consumed with seemingly objective discussions of politics, tactics, weapons, dollars and casualties	ما چنان مشغول به گفتگوهای، به ظاهر بی طرف، درباره ی سیاست، فنون رزمی، اسلحه ها، دُلارها، و تلفات جنگ بوده ایم
