id	en	ur
466	With immutuble words God makes the faithful dauntless in the life of the world and the life to come, but leads the unjust into error, for God does as He pleases	الله ایمان والوں کو دنیا اور آخرت کی زندگی میں سچی بات پر ثابت قدم رکھتا ہے اور ظالمو ں کو گمراہ کر تا ہے اور الله جوچاہتا ہے کرتا ہے
467	Let no needy person come to you within it today	کہ تمہارے باغ میں آج کوئی محتاج نہ آنے پائے
468	"We gave David and Solomon knowledge; and they said: ""All praise be to God who has favoured us over many of His creatures who believe"	اور ہم نے داؤد اور سلیمان کو علم دیا اور کہنے لگے الله کا شکر ہے جس نے ہمیں بہت سے ایمان دار بندوں پر فضیلت دی
469	If an idolater seeks protection, then give him asylum that he may hear the word of God. Then escort him to a place of safety, for they are people who do not know	اور اگر کوئی مشرک تم سے پناہ کا خواستگار ہو تو اس کو پناہ دو یہاں تک کہ کلام خدا سننے لگے پھر اس کو امن کی جگہ واپس پہنچادو۔ اس لیے کہ یہ بےخبر لوگ ہیں
470	Know that the punishment of God is severe, but that God is also forgiving and kind	جان رکھو کہ خدا سخت غداب دینے والا ہے اور یہ کہ خدا بخشنے والا مہربان بھی ہے
471	"He said: ""I am better than he. You created me from fire, and him from clay"	اس نے عرض کی میں اس سے بہتر ہوں مجھے تو نے آگ سے بنایااور اسے مٹی سے بنایا
472	The day We shall usher the righteous before Ar-Rahman like envoys into the presence of a king	جس دن ہم پرہیزگاروں کے رحمان کے پاس مہمان بنا کر جمع کریں گے
473	Do not covet what We have granted myriads of people of the pomp and glitter of this world to tempt them. The means your Lord has given you are better far and more enduring	اور تو اپنی نظر ان چیزو ں کی طرف نہ دوڑا جو ہم نے مختلف قسم کے لوگوں کو دنیاوی زندگی کی رونق کے سامان دے رکھے ہیں تاکہ ہم انہیں اس میں آزمائیں او رتیرے رب کا رزق بہتر اور دیرپا ہے
474	Other than the chosen ones among Your creatures	مگر ان میں جو تیرے خالص بندے ہوں گے
475	Now ask them if their Lord has daughters, and they sons	پس ان سے پوچھیئے کیا آپ کے رب کے لیے تو لڑکیا ں ہیں اور ان کے لیے لڑکے
476	While) you were pelting them with stones of porphyritic lava	جہاں پر پتھر کنکر کی قسم کے پھینکتے تھے
477	Do they possess the treasures of your Lord? Or are they the treasurers	کیا ان کے پاس آپ کے رب کے خزانے ہیں یا وہ داروغہ ہیں
478	The palm trees that you cut down or left standing intact was by God's dispensation, so that He might disgrace the transgressors	مسلمانوں تم نے جو کھجور کا پیڑ کاٹ ڈالا یا اس کو اس کی جڑوں پر کھڑا رہنے دیا یہ سب الله کے حکم سے ہوا اور تاکہ وہ نافرمانوں کو ذلیل کرے
479	The night and day and the sun and moon are (only) some of His signs. So do not bow before the sun and the moon, but bow in homage to God who created them, if you truly worship Him	اور اس کی نشانیوں میں سے رات اور دن اور سورج اور چاند ہیں سورج کو سجدہ نہ کرو اور نہ چاند کو اور اس الله کو سجدہ کرو جس نے انہیں پیدا کیا ہے اگر تم اسی کی عبادت کرتے ہو
480	O Prophet, fight the unbelievers and the hypocrites, and be severe with them. Their abode is Hell, an evil destination	اے نبی کافروں اور منافقوں سے جہاد کر اور ان پر سختی کر اور انکا ٹھکانا دوزخ ہے اور وہ بہت ہی بری جگہ ہے
481	For We shall certainly turn it to barren dust	اورجو کچھ اس پر ہے بے شک ہم سب کو چٹیل میدان کر دیں گے
482	These verses that We read to you are signs and reminder full of wisdom	یہ آیتیں ہم تمہیں پڑھ کر سناتے ہیں اور نصیحت حکمت والی
483	"So when the magicians arrived, Moses said to them: ""Cast whatever (spell) you have to cast"	جب جادوگر آئے تو موسیٰ نے ان سے کہا تم کو جو ڈالنا ہے ڈالو
484	On such men are the blessings of God and His mercy, for they are indeed on the right path	یہی لوگ ہیں جن پر ان کے پروردگار کی مہربانی اور رحمت ہے۔ اور یہی سیدھے رستے پر ہیں
485	The day the trumpet blast is sounded you will come in hordes	جس دن صور میں پھونکا جائے گا پھر تم گروہ درگروہ چلے آؤ گے
486	He holds the keys of the heavens and the earth. He increases or decreases the provision of any one He will. He has knowledge of everything	اس کے ہاتھ میں آسمانوں اور زمین کی کنجیاں ہیں روزی کشادہ کرتا ہے جس کی چاہے اور تنگ کر دیتا ہے بے شک وہ ہر چیز کو جاننے والا ہے
487	Just think: If We let them enjoy (the good things of life) for a few years more	بھلا دیکھو تو اگر ہم ان کو برسوں فائدے دیتے رہے
488	As for the Sabbath, it was imposed on those who had differed about it; and your Lord will tell them on the Day of Resurrection what it was they had differed about	ہفتہ کا دن انہی پر مقرر کیا گیا تھا جو اس میں اختلاف کرتےتھے او رتیرا رب ان میں قیامت کےدن فیصلہ کرے گا جس میں وہ اختلاف کرتے تھے
489	"Tell them: ""The unclean and the pure are not equal, even though the abundance of the unclean may be pleasing to you."" So fear God, O men of wisdom; you may haply find success"	کہہ دو کہ ناپاک چیزیں اور پاک چیزیں برابر نہیں ہوتیں گو ناپاک چیزوں کی کثرت تمہیں خوش ہی لگے تو عقل والو خدا سے ڈرتے رہو تاکہ رستگاری حاصل کرو
490	Have the plotters of mischief become unafraid that God will not split the earth to swallow them, or that punishment will not fall upon them from somewhere they do not (even) suspect	کیا جو لوگ بری بری چالیں چلتے ہیں اس بات سے بےخوف ہیں کہ خدا ان کو زمین میں دھنسا دے یا (ایسی طرف سے) ان پر عذاب آجائے جہاں سے ان کو خبر ہی نہ ہو
491	We have tried you as We tried the owners of the garden when they vowed to gather the fruits in the morning	بے شک ہم نے ان کو آزمایا ہے جیسا کہ ہم نے باغ والوں کو آزمایا تھا جب انہوں نے قسم کھائی تھی کہ وہ ضرور صبح ہوتے ہی اس کا پھل توڑ لیں گے
492	This is Hell the sinners called a lie	یہی وہ دوزخ ہے جسے مجرم جھٹلاتے تھے
493	Till he reached a place between two mountains, and found this side of it a people who understood but little of what was spoken	یہاں تک کہ جب دو پہاڑوں کے درمیان پہنچا ان دونوں سے اس طرف ایک ایسی قوم کو دیکھا جو بات نہیں سمجھ سکتی تھی
494	Round each man's neck We have hung his ledger of deeds, and on the Day of Resurrection will present it as a book spread out (and say	اور ہم نے ہر آدمی کا نامہ اعمال اس کی گردن کےساتھ لگادیا ہے اور قیامت کے دن ہم اس کا نامہ اعمال نکال کر سامنے کردیں گے
495	Then one turned to the other in an enquiry	پھر وہ ایک دوسرے کی طرف رخ کرکے سوال (وجواب) کریں گے
496	Whosoever repents and does the right, will have turned back to God by way of repentance	اور جو توبہ کرتا اور عمل نیک کرتا ہے تو بےشک وہ خدا کی طرف رجوع کرتا ہے
497	Another of His signs is the lightning He shows to fill you both with dread and hope, and the water He sends down from the sky which reawakens the earth that was dead. There are indeed signs in this for those who have sense	اور اس کی نشانیوں میں سے یہ ہے کہ تمہیں خوف اور امید دلانے کو بجلی دکھاتا ہے اور اوپر سے پانی برساتا ہے پھراس سے زمین خشک ہو جانے کے بعد زندہ کرتا ہے بے شک اس میں عقلمندوں کے لئےنشانیاں ہیں
498	They say they believe in God and the Prophet, and have come to believe, yet a section of them turns back even after this; and these are not believers	اور بعض لوگ کہتے ہیں کہ ہم خدا پر اور رسول پر ایمان لائے اور (ان کا) حکم مان لیا پھر اس کے بعد ان میں سے ایک فرقہ پھر جاتا ہے اور یہ لوگ صاحب ایمان ہی نہیں ہیں
499	"They said: ""O Moses, in that land live a people who are formidable; we shall never go there until they leave. We shall enter when they go away"	انہوں نے کہا اے موسیٰ بے شک وہاں ایک زبردست قوم ہے اور ہم وہاں ہرگز نہ جائیں گے یہاں تک کہ وہ وہاں سے نکل جائیں پھراگروہ وہاں سےنکل جائیں تو ہم ضرور داخل ہو ں گے
500	You have been conveyed the Qur'an from One all-wise and all-knowing	اور تم کو قرآن (خدائے) حکیم وعلیم کی طرف سے عطا کیا جاتا ہے
501	And none can bind as He will bind	اور نہ اس کے جکڑنے کے برابر کوئی جکڑنے والا ہو گا
502	And) they would hasten forward, heads lifted upwards, gazes fixed, and emptied out their hearts	وہ سرا اٹھائے ہوئے دوڑتے چلے جارہے ہوں گے کہ ا ن کی نظر ان کی طرف ہٹ کرنہیں آوے گی اور ان کے دل اڑ گئے ہوں گے
503	Did We not make the earth a spreading	کیا ہم نے زمین کو فرش نہیں بنایا
504	"He said: ""You and your fathers were in clear error"	ابراہیم نے) کہا کہ تم بھی (گمراہ ہو) اور تمہارے باپ دادا بھی صریح گمراہی میں پڑے رہے
505	For God's is the kingdom of the heavens and the earth, and the returning is to God	اور آسمان اور زمین کی بادشاہی خدا کے لئے ہے۔ اور خدا ہی کی طرف لوٹ کر جانا ہے
506	O you who believe, if you help (in the cause of) God He will surely come to your aid, and firmly plant your feet	اے ایمان والو اگر تم الله کی مدد کرو گے وہ تمہاری مدد کرے گا اور تمہارے قدم جمائے رکھے گا
507	This is news of the unknown We reveal to you, for you were not present when Joseph's brothers agreed on their course of action, and devised their plot	اے پیغمبر) یہ اخبار غیب میں سے ہیں جو ہم تمہاری طرف بھیجتے ہیں اور جب برادران یوسف نے اپنی بات پر اتفاق کیا تھا اور وہ فریب کر رہے تھے تو تم ان کے پاس تو نہ تھے
508	Does their reasoning prompt them to this, or they are a people rebellious	کیا ان کی عقلیں انہیں اس بات کا حکم دیتی ہیں یا وہ خود ہی سرکش ہیں
509	Surely the devotees will drink cups flavoured with palm blossoms	بے شک نیک ایسی شراب کے پیالے پئیں گے جس میں چشمہ کافور کی آمیزش ہو گی
510	This is The Book free of doubt and involution, a guidance for those who preserve themselves from evil and follow the straight path	یہ وہ کتاب ہے جس میں کوئی بھی شک نہیں پرہیز گارو ں کے لیے ہدایت ہے
511	For them is punishment in this world; and the punishment of the world to come is far more severe. They will have no one to save them from God	ان کو دنیا کی زندگی میں بھی عذاب ہے اور آخرت کا عذاب تو بہت ہی سخت ہے۔ اور ان کو خدا (کے عذاب سے) کوئی بھی بچانے والا نہیں
512	And do not consume each other's wealth in vain, nor offer it to men in authority with intent of usurping unlawfully and knowingly a part of the wealth of others	اور ایک دوسرے کے مال آپس میں ناجائز طور پر نہ کھاؤ اور انہیں حاکموں تک نہ پہنچاؤ تاکہ لوگوں کے مال کا کچھ حصہ گناہ سے کھا جاؤ حالانکہ تم جانتے ہو
513	Do they not see that We made the night for them to rest, the day to make things clear? Indeed there are signs in this for people who believe	کیا اُنہوں نے نہیں دیکھا کہ ہم نے رات کو (اس لئے) بنایا ہے کہ اس میں آرام کریں اور دن کو روشن (بنایا ہے کہ اس میں کام کریں) بےشک اس میں مومن لوگوں کے لئے نشانیاں ہیں
514	And He made you inherit their lands and mansions and wealth, and a country you had not traversed before, for God has power over everything	اور اُن کی زمین اور ان کے گھروں اور ان کے مال کا اور اس زمین کا جس میں تم نے پاؤں بھی نہیں رکھا تھا تم کو وارث بنا دیا۔ اور خدا ہر چیز پر قدرت رکھتا ہے
515	They pray to him whose bane is more imminent than his boon: How bad the protector and how bad the associate	ایسے شخص کو پکارتا ہے جس کا نقصان فائدہ سے زیادہ قریب ہے۔ ایسا دوست برا بھی اور ایسا ہم صحبت بھی برا
516	Call them to the path of your Lord with wisdom and words of good advice; and reason with them in the best way possible. Your Lord surely knows who strays from His path, and He knows those who are guided the right way	اپنے رب کے راستے کی طرف دانشمندی اور عمدہ نصیحت سے بلا اور ان سے پسندیدہ طریقہ سے بحث کر بے شک تیرا رب خوب جانتا ہے کہ کون اس کے راستہ سے بھٹکا ہوا ہے اور ہدایت یافتہ کو بھی خوب جانتا ہے
517	And go on worshipping your Lord till the certainty (of death) comes upon you	اور اپنے پروردگار کی عبادت کئے جاؤ یہاں تک کہ تمہاری موت (کا وقت) آجائے
518	To God belong the secrets of the heavens and the earth, and the Hour of Doom is a matter of the winking of an eye, even less, for God has certainly power over all things	اور آسمانوں اور زمین کی پوشیدہ باتیں تو الله ہی کو معلوم ہیں اور قیامت کا معاملہ تو ایسا ہے جیسا آنکھ کا جھپکنا یا اس سےبھی قریب تر بے شک الله ہر چیز پر قادر ہے
519	Do not ask for one death but many deaths on this day	آج ایک ہی موت کو نہ پکارو بہت سی موتوں کو پکارو
520	"Say: ""This is what has been revealed to me: 'Your God is one and only God.' So will you bow in homage to Him"	کہہ دو مجھے تو یہی حکم آیا ہے کہ تمہارا معبود ایک معبود ہے پھر کیا اس کے آگے سر جھکاتے ہو
521	If they find a place of shelter or a cave or hole to hide, they will turn to it	اگر ان کی کوئی بچاؤ کی جگہ (جیسے قلعہ) یا غار ومغاک یا (زمین کے اندر) گھسنے کی جگہ مل جائے تو اسی طرف رسیاں تڑاتے ہوئے بھاگ جائیں
522	"But Moses said: ""My Lord knows well who has come with guidance from Him, and for whom is the guerdon of Paradise. But surely the wicked will not prosper"	اور موسٰی نے کہا کہ میرا پروردگار اس شخص کو خوب جانتا ہے جو اس کی طرف سے حق لےکر آیا ہے اور جس کے لئے عاقبت کا گھر (یعنی بہشت) ہے۔ بیشک ظالم نجات نہیں پائیں گے
523	Who is more unjust than he who imputes lies to God or denies His revelations? The sinners will surely not be reprieved	پھر اس سے بڑا ظالم کون ہو گا جو الله پر بہتان باندھے یا اس کی آیتوں کو جھٹلائے بے شک گناہگاروں کابھلا نہیں ہوتا
524	"They will say: ""All praise be to God who has removed all care from us. Indeed our Lord is forgiving and rewarding"	اور وہ کہیں گے الله کا شکر ہے جس نے ہم سے غم دور کر دیا بے شک ہمارا رب بخشنے والا قدردان ہے
525	He does not have power over those who believe and place their trust in their Lord	کہ جو مومن ہیں اپنے پروردگار پر بھروسہ رکھتے ہیں اُن پر اس کا کچھ زور نہیں چلتا
526	A Book whose verses have been distinguished and explained, a lucid discourse for people who understand	کہ جس کی آیتیں عربی زبان میں علم والوں کے لیے واضح ہیں
527	They alone invent lies who do not believe in the words of God, and they are liars	جھوٹ افتراء تو وہی لوگ کیا کرتے ہیں جو خدا کی آیتوں پر ایمان نہیں لاتے۔ اور وہی جھوٹے ہیں
528	"He turned away from them and cried: ""Alas for Joseph!"" And his eyes turned white with grief which he bore in silence"	پھر ان کے پاس سے چلے گئے اور کہنے لگے ہائے افسوس یوسف (ہائے افسوس) اور رنج والم میں (اس قدر روئے کہ) ان کی آنکھیں سفید ہوگئیں اور ان کا دل غم سے بھر رہا تھا
529	Corruption has spread over land and sea from what men have done themselves that they may taste a little of what they have done: They may haply come back (to the right path	خشکی اور تری میں لوگوں کے اعمال کے سبب فساد پھیل گیا ہے تاکہ خدا اُن کو اُن کے بعض اعمال کا مزہ چکھائے عجب نہیں کہ وہ باز آجائیں
530	"Then he turned towards their gods and said: ""Why do you not eat (of these offerings"	پس وہ چپکے سے ان کے معبودوں کے پاس گیا پھر کہا کیاتم کھاتے نہیں
531	"Say: ""Imagine if the punishment of God were to come unawares, or openly, who will perish but the evil-doers"	کہہ دو اگرتم پر الله کا عذاب اچانک یا ظاہر آ جائے تو ظالموں کے سوا اور کون ہلاک ہو گا
532	Can a man who knows what has been revealed to you from your Lord is the truth, and one who cannot see, be the same? They alone take warning who are wise	بھلا جو شخص یہ جانتا ہے کہ جو کچھ تمہارے پروردگار کی طرف سے تم پر نازل ہوا ہے حق ہے وہ اس شخص کی طرح ہے جو اندھا ہے اور سمجھتے تو وہی ہیں جو عقلمند ہیں
533	If you apprehend treachery from a people (with whom you have a treaty), retaliate by breaking off (relations) with them, for God does not like those who are treacherous	اور اگر تمہیں کسی قوم سے دغابازی کا ڈر ہو تو ان کا عہد ان کی طرف پھینک دو ایسی طرح پر کہ تم اور وہ برابر ہو جاؤ بے شک الله دغا بازوں کو پسند نہیں کرتا
534	"And asked them: ""What matter, O angels, brings you here"	پھر کہنے لگے کہ فرشتو! تمہیں (اور) کیا کام ہے
535	These are precepts of wisdom We offer to men, but only those who are rational understand	اور یہ مثالیں ہیں جنہیں ہم لوگوں کے لیے بیان کرتے ہیں اور انہیں وہی سمجھتے ہیں جو علم والے ہیں
536	So let them laugh a little, for weep they will, more as retribution for what they have done	یہ (دنیا میں) تھوڑا سا ہنس لیں اور (آخرت میں) ان کو ان اعمال کے بدلے جو کرتے رہے ہیں بہت سا رونا ہوگا
537	And returned with God's favour and grace without harm, for they attended the pleasure of God; and great is the benevolence of God	پھر مسلمان الله کی نعمت اور فضل کے ساتھ لوٹ آئے انہیں کوئی تکلیف نہ پہنچی اور الله کی مرضی کے تابع ہوئے اور الله بڑے فضل والا ہے
538	"He said: ""You will not be able to bear with me"	کہا بے شک تو میرے ساتھ ہر گز صبر نہیں کر سکے گا
539	Have you not seen how your Lord lengthens out the shadow? He could have kept it motionless if He liked. Yet We make the sun its pilot to show the way	کیا تو نے اپنے رب کی طرف نہیں دیکھا کہ اس نے سایہ کو کیسے پھیلایا ہے اور اگر چاہتا تو اسے ٹھہرا رکھتا پھر ہم نے سورج کو اس کا سبب بنا دیا ہے
540	So by the morning it seemed as though picked clean	پھر وہ کٹی ہوئی کھیتی کی طرح ہو گیا
541	God originates creation, and then will revert it, then you will go back to Him	خدا ہی خلقت کو پہلی بار پیدا کرتا ہے وہی اس کو پھر پیدا کرے گا پھر تم اُسی کی طرف لوٹ جاؤ گے
542	So no ransom will be accepted of you on this day, or of those who refused to believe. Hell will be your refuge and the only friend -- and how evil a destination	پس آج نہ تم سے کوئی تاوان لیا جائے گا اور نہ ان سے جنہوں نے انکار کیا تھا تمہارا سب کا ٹھکانا دوزخ ہے وہی تمہارا رفیق ہے اوربہت ہی بری جگہ ہے
543	"Say: ""The angel of death appointed over you will take away your soul, then you will be sent back to your Lord"	کہہ دو کہ موت کا فرشتہ جو تم پر مقرر کیا گیا ہے تمہاری روحیں قبض کر لیتا ہے پھر تم اپنے پروردگار کی طرف لوٹائے جاؤ گے
544	"Why did you not say when you heard it: ""It is not for us to speak of it? God preserve us, it is a great calumny"	اور جب تم نے اسے سنا تھا تو کیوں نہ کہہ دیا کہ ہمیں تو اس کا منہ سے نکالنا بھی لائق نہیں سبحان الله یہ بڑا بہتان ہے
545	We know what they say distresses you. It is not you in fact they accuse of lies, but the wicked deny the revelations of God	ہم کو معلوم ہے کہ ان (کافروں) کی باتیں تمہیں رنج پہنچاتی ہیں (مگر) یہ تمہاری تکذیب نہیں کرتے بلکہ ظالم خدا کی آیتوں سے انکار کرتے ہیں
546	"Say: ""Each one awaits the consequence; so you wait. You will come to know soon who are the men of the straight path and who have come to guidance"	کہہ دو کہ سب (نتائج اعمال) کے منتظر ہیں سو تم بھی منتظر رہو۔ عنقریب تم کو معلوم ہوجائے گا کہ (دین کے) سیدھے رستے پر چلنے والے کون ہیں اور (جنت کی طرف) راہ پانے والے کون ہیں (ہم یا تم
547	When he comes to know something of Our messages he makes fun of them: For them is shameful punishment	اورجب ہماری آیتوں میں سے کسی کو سن لیتاہے تو اس کی ہنسی اڑاتا ہے ایسوں کے لیے ذلت کا عذاب ہے
548	Nor can I think that the Hour (of Doom) will come, And even if I am brought back to my Lord, I will surely find a better place there than this	اور نہ خیال کرتا ہوں کہ قیامت برپا ہو۔ اور اگر میں اپنے پروردگار کی طرف لوٹایا بھی جاؤں تو (وہاں) ضرور اس سے اچھی جگہ پاؤں گا
549	And be rewarded but only for what you had done	اور تم کو بدلہ ویسا ہی ملے گا جیسے تم کام کرتے تھے
550	How will you comprehend what the night star is	اور آپ کو کیا معلوم رات کو آنے والا کیا ہے
551	When (Hell) appears to them from a distance they will hear it raging and roaring	جب وہ انہیں دور سے دیکھے گی تو اس کے جوش و خروش کی آواز سنیں گے
552	And do not call on any other god apart from God. There is no god but He. All things will perish save His magnificence. His is the judgement, and to Him will you be brought back in the end	اور الله کے ساتھ اور کسی معبود کو نہ پکار اس کے سوا اور کوئی معبود نہیں اس کی ذات کے سوا ہر چیز فنا ہونے والی ہے اسی کا حکم ہے اور اسی کی طرف تم لوٹ کر جاؤ گے
553	And this remained their lament till We mowed them down and made them extinct	تو وہ ہمیشہ اسی طرح پکارتے رہے یہاں تک کہ ہم نے ان کو (کھیتی کی طرح) کاٹ کر (اور آگ کی طرح) بجھا کر ڈھیر کردیا
554	O you who believe, do not enter other houses except yours without first asking permission and saluting the inmates. This is better for you: You may haply take heed	اے ایمان والو اپنے گھروں کے سوا اور کسی کے گھروں میں نہ جایا کرو جب تک اجازت نہ لے لو او رگھر والوں پر سلام نہ کر لو یہ تہارے لیے بہتر ہے تاکہ تم نصیحت حاصل کرو
555	God increases the means of those of His creatures as He please, or limits them for whomsoever He will. He is certainly cognisant of everything	الله ہی اپنے بندوں میں سے جس کے لیے چاہتا ہے رزق کشادہ کر دیتا ہے اورتنگ کر دیتا ہے بے شک الله ہر چیز کا جاننے والا ہے
556	Are the unbelievers among you any better than they? Or is there immunity for you in the Scriptures	کیا تمہارے منکر ان لوگوں سے اچھے ہیں یا تمہارے لیے کتابوں میں نجات لکھی ہے
557	And We rained down on them a shower (of Stones). So witness the end of sinners	اور ہم نے ان پر (پتھروں کا) مینھ برسایا۔ سو دیکھ لو کہ گنہگاروں کا کیسا انجام ہوا
558	Your wealth and children are surely meant as trial for you: But with God is the great reward	تمہارے مال اور اولاد تمہارے لیے محض آزمائش ہیں اور الله کے پاس تو بڑا اجر ہے
559	God would like to lighten your burden, for man was created weak	خدا چاہتا ہے کہ تم پر سے بوجھ ہلکا کرے اور انسان (طبعاً) کمزور پیدا ہوا ہے
560	He could take you away if He pleased and bring a new creation (in your place	اگر چاہے تو تم کو نابود کردے اور نئی مخلوقات لا آباد کرے
561	When we are dead and turned to dust and bones, how can we be raised again	بھلا جب ہم مرگئے اور مٹی اور ہڈیاں ہوگئے تو کیا پھر اٹھائے جائیں گے؟
562	"They said: ""No. But we found our fathers doing so"	انہوں نے کہا (نہیں) بلکہ ہم نے اپنے باپ دادا کو اسی طرح کرتے دیکھا ہے
563	They are only waiting for a single blast that will seize them, but they will go on contending	یہ تو ایک چنگھاڑ کے منتظر ہیں جو ان کو اس حال میں کہ باہم جھگڑ رہے ہوں گے آپکڑے گی
564	"You will find me patient if God wills, said Moses; ""and I will not disobey you in any thing"	کہا انشاالله تو مجھے صابر ہی پائے گا اور میں کسی بات میں بھی تیری مخالفت نہیں کروں گا
565	Through which God will lead those who follow His pleasure to the path of peace, and guide them out of darkness into light by His will, and to the path that is straight	جس سے خدا اپنی رضا پر چلنے والوں کو نجات کے رستے دکھاتا ہے اور اپنے حکم سے اندھیرے میں سے نکال کر روشنی کی طرف لے جاتا اور ان کو سیدھے رستہ پر چلاتا ہے
566	God explains His commands to you clearly, for God is all-knowing and all-wise	اور خدا تمہارے (سمجھانے کے لئے) اپنی آیتیں کھول کھول کر بیان فرماتا ہے۔ اور خدا جاننے والا حکمت والا ہے
567	Never did We send a message before you but through a man, whom We inspired. If you do not know, then ask the keepers of the oracles of God	اور ہم نے تم سے پہلے بھی تو آدمیوں ہی کو رسول بنا کر بھیجا تھا ان کی طرف ہم وحی بھیجا کرتے تھے اگر تم نہیں جانتے تو علم والوں سے پوچھ لو
568	"Or say: ""If only God had guided me I would have been a man of fear and piety"	یا کہنے لگے اگر الله مجھے ہدایت کرتا تو میں پرہیزگاروں میں ہوتا
569	"So God said: ""Descend. You have no right to be insolent here. Go, and away; you are one of the damned"	کہاتو یہاں سے اتر جا تجھے یہ لائق نہیں کہ یہاں تکبر کرے پس نکل جا بے شک تو ذلیلوں میں سے ہے
570	"When Our clear revelations are recited to them, their only argument is to say: ""Bring our ancestors back, if what you say is true"	اور جب انہیں ہماری واضح آیتیں پڑھ کر سنائی جاتی ہیں تو سوائے اس کے ان کی اور کوئی دلیل نہیں ہوتی کہتے ہیں ہمارے باپ دادا کو لے آؤ اگر تم سچے ہو
571	No soul knows what peace and joy lie hidden from them as reward for what they have done	پھر کوئی شخص نہیں جانتا کہ ان کے عمل کے بدلہ میں ان کی آنکھو ں کی کیا ٹھنڈک چھپا رکھی ہے
572	Does man not remember that before We created him he was nothing	کیا انسان کو یاد نہیں ہے کہ اس سے پہلے ہم نے اسےبنایا تھا اور وہ کوئی چیز بھی نہ تھا
573	Am I (not) better than him who is contemptible, and cannot even express himself clearly	کیا میں اس سے بہتر نہیں ہوں جو ذلیل ہے اور صاف صاف بات بھی نہیں کر سکتا
574	We had Sent them with miracles and Books; and We have sent to you this Reminder so that you may explain distinctly to men what was sent down to them: They may haply reflect	ہم نے انہیں معجزات اور کتابیں دے کر بھیجا تھا اور ہم نے تیری طرف قرآن نازل کیا تاکہ لوگو ں کے لیے واضح کر دے جو ان کی طرف نازل کیا گیا ہے اور تاکہ وہ سوچ لیں
575	"Thus do We try men through one another so that they may ask: ""Are these the ones of all of us who have been favoured by God?"" Does God not know who are the grateful"	اور اسی طرح ہم نے بعض کو بعض کے ذریعہ سے آزمایا ہے تاکہ یہ لوگ کہیں کیا یہی ہیں ہم میں سے جن پر الله نے فضل کیا ہے کیا الله شکر گزارو ں کو جاننے والا نہیں ہے
576	"And We sent Hud, their brother, to the people of 'Ad. He said: ""O you people, worship God, for you have no other god but He. Will you not take heed for yourselves"	اور (اسی طرح) قوم عاد کی طرف ان کے بھائی ہود کو بھیجا۔ انہوں نے کہا کہ بھائیو خدا ہی کی عبادت کرو۔ اس کے سوا تمہارا کوئی معبود نہیں۔ کیا تم ڈرتے نہیں؟
577	"He said: ""You will not be able to bear with me"	خضر نے) کہا کہ تم میرے ساتھ رہ کر صبر نہیں کرسکو گے
578	Lowered will be their eyes, disgrace overwhelming them. They had indeed been called to bow in homage when they were free of blame	ان کی آنکھیں جھکی ہوں گی ان پر ذلت چھا رہی ہو گی اوروہ پہلے (دنیا میں) سجدہ کے لیے بلائے جاتے تھے حالانکہ وہ صحیح سالم ہوتے تھے
579	As for these habitations, We destroyed them only when they transgressed; even so We had fixed a time for their annihilation	اور یہ بستیاں ہیں جنہیں ہم نے ہلک کیا ہے جب انہوں نے ظلم کیا تھا اور ہم نے ان کی ہلاکت کا بھی ایک وقت مقرر کیا تھا
580	Fight those in the way of God who fight you, but do not be aggressive: God does not like aggressors	اور الله کی راہ میں ان سے لڑو جوتم سے لڑیں اور زیادتی نہ کرو بے شک الله زیادتی کرنے والوں کو پسند نہیں کرتا
581	Many an apostle has been accused of lies before you. Yet they bore with fortitude the falsehoods and the hurt until our help arrived. There is no changing the word of God: The news of (past) apostles has come to you already	اور بہت سے رسول تم سے پہلے جھٹلائے گئے پھر انہوں نےجھٹلائے جانے پر صبر کیا اور ایذا دیے گئے یہاں تک کہ ان کو ہماری مدد پہنچی اور الله کے فیصلے کوئی بدل نہیں سکتا اور تمہیں پیغمبروں کے حالات کچھ پہنچ چکے ہیں
582	How many gardens and fountains did they leave behind	کتنے انہوں نے باغات اور چشمے چھوڑے ہیں
583	For they were seized by the torment. Verily there was a sign in this, but most of them did not believe	پھر انہیں عذاب نے آ پکڑا البتہ اس میں بڑی نشانی ہے اور ان میں سے اکثر ایمان لانے والے نہیں
584	Man We fashioned from fermented clay dried tingling hard	اور البتہ تحقیق ہم نے انسان کو بجتی ہوئی مٹی سے جو سڑے ہوئے گارے سے تھی پیدا کیا
585	Those who defame chaste women and do not bring four witnesses should be punished with eighty lashes, and their testimony should not be accepted afterwards, for they are profligates	اور جو لوگ پاک دامن عورتوں پر تہمت لگاتے ہیں اور پھر چار گواہ نہیں لاتے تو انہیں اسّی درے مارو اور کبھی ان کی گواہی قبول نہ کرو اور وہی لوگ نافرمان ہیں
586	All those who are in the heavens and the earth are His, and they are all obedient to Him	اور آسمانوں اور زمین میں (جتنے فرشتے اور انسان وغیرہ ہیں) اسی کے (مملوک) ہیں (اور) تمام اس کے فرمانبردار ہیں
587	"When they are told: ""Come to that which God has revealed, and to the Prophet,"" you should see the hypocrites, how they hesitate and turn their faces away"	اور جب انہیں کہا جاتا ہے جو چیز الله نے نازل کی ہے اس کی طرف آؤ اور رسول کی طرف آؤ توتو منافقوں کو دیکھے گا کہ تجھ سے پہلو تہی کرتے ہیں
